id_keep,prot_id,genome
NRPS.component_51,PNP44230.1,GCA_002894205
mix.component_158,PNP43488.1,GCA_002894205
Others.component_13,PNP43488.1,GCA_002894205
mix.component_62,PNP43488.1,GCA_002894205
PKSI.component_58,PNP43488.1,GCA_002894205
mix.component_161,PNP43488.1,GCA_002894205
Terpene.component_28,PNP43488.1,GCA_002894205
mix.component_2,PNP43245.1,GCA_002894205
mix.component_2,PNP43246.1,GCA_002894205
mix.component_2,PNP43247.1,GCA_002894205
Terpene.component_1,PNP43245.1,GCA_002894205
Terpene.component_1,PNP43246.1,GCA_002894205
Terpene.component_1,PNP43247.1,GCA_002894205
mix.component_173,PNP43008.1,GCA_002894205
mix.component_173,PNP43009.1,GCA_002894205
mix.component_173,PNP43010.1,GCA_002894205
mix.component_173,PNP43013.1,GCA_002894205
mix.component_173,PNP43016.1,GCA_002894205
mix.component_173,PNP43017.1,GCA_002894205
mix.component_173,PNP43019.1,GCA_002894205
mix.component_173,PNP43020.1,GCA_002894205
mix.component_173,PNP43023.1,GCA_002894205
mix.component_173,PNP43025.1,GCA_002894205
NRPS.component_25,PNP43008.1,GCA_002894205
NRPS.component_25,PNP43009.1,GCA_002894205
NRPS.component_25,PNP43010.1,GCA_002894205
NRPS.component_25,PNP43013.1,GCA_002894205
NRPS.component_25,PNP43016.1,GCA_002894205
NRPS.component_25,PNP43017.1,GCA_002894205
NRPS.component_25,PNP43019.1,GCA_002894205
NRPS.component_25,PNP43020.1,GCA_002894205
NRPS.component_25,PNP43023.1,GCA_002894205
NRPS.component_25,PNP43025.1,GCA_002894205
mix.component_142,PNP43008.1,GCA_002894205
mix.component_142,PNP43009.1,GCA_002894205
mix.component_142,PNP43010.1,GCA_002894205
mix.component_142,PNP43013.1,GCA_002894205
mix.component_142,PNP43016.1,GCA_002894205
mix.component_142,PNP43017.1,GCA_002894205
mix.component_142,PNP43019.1,GCA_002894205
mix.component_142,PNP43020.1,GCA_002894205
mix.component_142,PNP43023.1,GCA_002894205
PKSI.component_8,PNP43008.1,GCA_002894205
PKSI.component_8,PNP43009.1,GCA_002894205
PKSI.component_8,PNP43010.1,GCA_002894205
PKSI.component_8,PNP43013.1,GCA_002894205
PKSI.component_8,PNP43016.1,GCA_002894205
PKSI.component_8,PNP43017.1,GCA_002894205
PKSI.component_8,PNP43019.1,GCA_002894205
PKSI.component_8,PNP43020.1,GCA_002894205
PKSI.component_8,PNP43023.1,GCA_002894205
mix.component_5,PNP42400.1,GCA_002894205
mix.component_5,PNP42403.1,GCA_002894205
mix.component_5,PNP42404.1,GCA_002894205
mix.component_5,PNP42406.1,GCA_002894205
mix.component_5,PNP42408.1,GCA_002894205
mix.component_5,PNP42409.1,GCA_002894205
Terpene.component_6,PNP42400.1,GCA_002894205
Terpene.component_6,PNP42403.1,GCA_002894205
Terpene.component_6,PNP42404.1,GCA_002894205
Terpene.component_6,PNP42406.1,GCA_002894205
Terpene.component_6,PNP42408.1,GCA_002894205
Terpene.component_6,PNP42409.1,GCA_002894205
NA,PNP42400.1,GCA_002894205
NA,PNP42403.1,GCA_002894205
NA,PNP42404.1,GCA_002894205
NA,PNP42406.1,GCA_002894205
NA,PNP42408.1,GCA_002894205
NA,PNP42409.1,GCA_002894205
NA,PNP42410.1,GCA_002894205
NA,PNP42412.1,GCA_002894205
NA,PNP42414.1,GCA_002894205
NA,PNP42416.1,GCA_002894205
mix.component_100,PNP42063.1,GCA_002894205
mix.component_100,PNP42064.1,GCA_002894205
mix.component_100,PNP42068.1,GCA_002894205
mix.component_100,PNP42069.1,GCA_002894205
mix.component_100,PNP42070.1,GCA_002894205
mix.component_100,PNP42071.1,GCA_002894205
Others.component_21,PNP42063.1,GCA_002894205
Others.component_21,PNP42064.1,GCA_002894205
Others.component_21,PNP42068.1,GCA_002894205
Others.component_21,PNP42069.1,GCA_002894205
Others.component_21,PNP42070.1,GCA_002894205
Others.component_21,PNP42071.1,GCA_002894205
mix.component_54,PNP42063.1,GCA_002894205
mix.component_54,PNP42064.1,GCA_002894205
mix.component_54,PNP42068.1,GCA_002894205
mix.component_54,PNP42069.1,GCA_002894205
mix.component_54,PNP42070.1,GCA_002894205
mix.component_54,PNP42071.1,GCA_002894205
mix.component_54,PNP42072.1,GCA_002894205
PKSI.component_54,PNP42063.1,GCA_002894205
PKSI.component_54,PNP42064.1,GCA_002894205
PKSI.component_54,PNP42068.1,GCA_002894205
PKSI.component_54,PNP42069.1,GCA_002894205
PKSI.component_54,PNP42070.1,GCA_002894205
PKSI.component_54,PNP42071.1,GCA_002894205
PKSI.component_54,PNP42072.1,GCA_002894205
mix.component_14,PNP41824.1,GCA_002894205
mix.component_14,PNP41827.1,GCA_002894205
mix.component_14,PNP41828.1,GCA_002894205
mix.component_14,PNP41830.1,GCA_002894205
mix.component_14,PNP41831.1,GCA_002894205
mix.component_14,PNP41834.1,GCA_002894205
mix.component_14,PNP41835.1,GCA_002894205
PKSI.component_25,PNP41824.1,GCA_002894205
PKSI.component_25,PNP41827.1,GCA_002894205
PKSI.component_25,PNP41828.1,GCA_002894205
PKSI.component_25,PNP41830.1,GCA_002894205
PKSI.component_25,PNP41831.1,GCA_002894205
PKSI.component_25,PNP41834.1,GCA_002894205
PKSI.component_25,PNP41835.1,GCA_002894205
mix.component_60,PNP40448.1,GCA_002894205
mix.component_60,PNP40450.1,GCA_002894205
mix.component_60,PNP40451.1,GCA_002894205
Terpene.component_20,PNP40448.1,GCA_002894205
Terpene.component_20,PNP40450.1,GCA_002894205
Terpene.component_20,PNP40451.1,GCA_002894205
NA,PNP48417.1,GCA_002894205
NA,PNP48419.1,GCA_002894205
mix.component_66,PNP39742.1,GCA_002894205
mix.component_66,PNP39743.1,GCA_002894205
mix.component_66,PNP39745.1,GCA_002894205
mix.component_66,PNP39746.1,GCA_002894205
mix.component_66,PNP39748.1,GCA_002894205
mix.component_66,PNP39749.1,GCA_002894205
mix.component_66,PNP39750.1,GCA_002894205
mix.component_66,PNP39751.1,GCA_002894205
mix.component_66,PNP39756.1,GCA_002894205
Others.component_25,PNP39742.1,GCA_002894205
Others.component_25,PNP39743.1,GCA_002894205
Others.component_25,PNP39745.1,GCA_002894205
Others.component_25,PNP39746.1,GCA_002894205
Others.component_25,PNP39748.1,GCA_002894205
Others.component_25,PNP39749.1,GCA_002894205
Others.component_25,PNP39750.1,GCA_002894205
Others.component_25,PNP39751.1,GCA_002894205
Others.component_25,PNP39756.1,GCA_002894205
mix.component_42,PNP39662.1,GCA_002894205
mix.component_42,PNP39663.1,GCA_002894205
mix.component_42,PNP39664.1,GCA_002894205
mix.component_42,PNP39666.1,GCA_002894205
mix.component_42,PNP39668.1,GCA_002894205
mix.component_42,PNP39670.1,GCA_002894205
mix.component_42,PNP39671.1,GCA_002894205
mix.component_42,PNP39672.1,GCA_002894205
mix.component_42,PNP39673.1,GCA_002894205
mix.component_42,PNP39674.1,GCA_002894205
mix.component_42,PNP39675.1,GCA_002894205
mix.component_42,PNP39677.1,GCA_002894205
mix.component_42,PNP39678.1,GCA_002894205
mix.component_42,PNP39679.1,GCA_002894205
NRPS.component_4,PNP39662.1,GCA_002894205
NRPS.component_4,PNP39663.1,GCA_002894205
NRPS.component_4,PNP39664.1,GCA_002894205
NRPS.component_4,PNP39666.1,GCA_002894205
NRPS.component_4,PNP39668.1,GCA_002894205
NRPS.component_4,PNP39670.1,GCA_002894205
NRPS.component_4,PNP39671.1,GCA_002894205
NRPS.component_4,PNP39672.1,GCA_002894205
NRPS.component_4,PNP39673.1,GCA_002894205
NRPS.component_4,PNP39674.1,GCA_002894205
NRPS.component_4,PNP39675.1,GCA_002894205
NRPS.component_4,PNP39677.1,GCA_002894205
NRPS.component_4,PNP39678.1,GCA_002894205
NRPS.component_4,PNP39679.1,GCA_002894205
NRPS.component_68,PNP39597.1,GCA_002894205
NRPS.component_68,PNP39599.1,GCA_002894205
NRPS.component_68,PNP39600.1,GCA_002894205
NRPS.component_68,PNP39601.1,GCA_002894205
NRPS.component_68,PNP39605.1,GCA_002894205
NRPS.component_68,PNP39607.1,GCA_002894205
NRPS.component_68,PNP39609.1,GCA_002894205
NRPS.component_68,PNP39610.1,GCA_002894205
mix.component_160,PNP39154.1,GCA_002894205
mix.component_160,PNP39155.1,GCA_002894205
mix.component_160,PNP39160.1,GCA_002894205
mix.component_160,PNP39161.1,GCA_002894205
mix.component_160,PNP39162.1,GCA_002894205
mix.component_160,PNP39163.1,GCA_002894205
PKSI.component_46,PNP39154.1,GCA_002894205
PKSI.component_46,PNP39155.1,GCA_002894205
PKSI.component_46,PNP39160.1,GCA_002894205
PKSI.component_46,PNP39161.1,GCA_002894205
PKSI.component_46,PNP39162.1,GCA_002894205
PKSI.component_46,PNP39163.1,GCA_002894205
NA,PNP39154.1,GCA_002894205
NA,PNP39155.1,GCA_002894205
NA,PNP39160.1,GCA_002894205
NA,PNP39161.1,GCA_002894205
NA,PNP39162.1,GCA_002894205
mix.component_21,PNP38782.1,GCA_002894205
mix.component_21,PNP38783.1,GCA_002894205
mix.component_21,PNP38786.1,GCA_002894205
mix.component_21,PNP38787.1,GCA_002894205
mix.component_21,PNP38788.1,GCA_002894205
mix.component_21,PNP38789.1,GCA_002894205
mix.component_21,PNP38793.1,GCA_002894205
Others.component_4,PNP38782.1,GCA_002894205
Others.component_4,PNP38783.1,GCA_002894205
Others.component_4,PNP38786.1,GCA_002894205
Others.component_4,PNP38787.1,GCA_002894205
Others.component_4,PNP38788.1,GCA_002894205
Others.component_4,PNP38789.1,GCA_002894205
Others.component_4,PNP38793.1,GCA_002894205
mix.component_135,PNP38782.1,GCA_002894205
mix.component_135,PNP38783.1,GCA_002894205
mix.component_135,PNP38786.1,GCA_002894205
mix.component_135,PNP38787.1,GCA_002894205
mix.component_135,PNP38788.1,GCA_002894205
mix.component_135,PNP38789.1,GCA_002894205
mix.component_135,PNP38793.1,GCA_002894205
Others.component_20,PNP38782.1,GCA_002894205
Others.component_20,PNP38783.1,GCA_002894205
Others.component_20,PNP38786.1,GCA_002894205
Others.component_20,PNP38787.1,GCA_002894205
Others.component_20,PNP38788.1,GCA_002894205
Others.component_20,PNP38789.1,GCA_002894205
Others.component_20,PNP38793.1,GCA_002894205
mix.component_104,PNP38740.1,GCA_002894205
mix.component_104,PNP38742.1,GCA_002894205
mix.component_104,PNP38744.1,GCA_002894205
mix.component_104,PNP38745.1,GCA_002894205
mix.component_104,PNP38746.1,GCA_002894205
mix.component_104,PNP38750.1,GCA_002894205
mix.component_104,PNP38751.1,GCA_002894205
mix.component_104,PNP38754.1,GCA_002894205
mix.component_104,PNP38756.1,GCA_002894205
mix.component_104,PNP38759.1,GCA_002894205
mix.component_104,PNP38760.1,GCA_002894205
PKSI.component_63,PNP38740.1,GCA_002894205
PKSI.component_63,PNP38742.1,GCA_002894205
PKSI.component_63,PNP38744.1,GCA_002894205
PKSI.component_63,PNP38745.1,GCA_002894205
PKSI.component_63,PNP38746.1,GCA_002894205
PKSI.component_63,PNP38750.1,GCA_002894205
PKSI.component_63,PNP38751.1,GCA_002894205
PKSI.component_63,PNP38754.1,GCA_002894205
PKSI.component_63,PNP38756.1,GCA_002894205
PKSI.component_63,PNP38759.1,GCA_002894205
PKSI.component_63,PNP38760.1,GCA_002894205
NA,PNP48701.1,GCA_002894205
NA,PNP48705.1,GCA_002894205
mix.component_83,PNP47203.1,GCA_002894205
mix.component_83,PNP47207.1,GCA_002894205
mix.component_83,PNP47208.1,GCA_002894205
mix.component_83,PNP47209.1,GCA_002894205
mix.component_83,PNP47213.1,GCA_002894205
mix.component_83,PNP47216.1,GCA_002894205
mix.component_83,PNP47217.1,GCA_002894205
mix.component_83,PNP47219.1,GCA_002894205
mix.component_83,PNP47220.1,GCA_002894205
PKSI.component_82,PNP47203.1,GCA_002894205
PKSI.component_82,PNP47207.1,GCA_002894205
PKSI.component_82,PNP47208.1,GCA_002894205
PKSI.component_82,PNP47209.1,GCA_002894205
PKSI.component_82,PNP47213.1,GCA_002894205
PKSI.component_82,PNP47216.1,GCA_002894205
PKSI.component_82,PNP47217.1,GCA_002894205
PKSI.component_82,PNP47219.1,GCA_002894205
PKSI.component_82,PNP47220.1,GCA_002894205
mix.component_48,PNP40923.1,GCA_002894205
mix.component_48,PNP40924.1,GCA_002894205
mix.component_48,PNP40925.1,GCA_002894205
mix.component_48,PNP40929.1,GCA_002894205
mix.component_48,PNP40930.1,GCA_002894205
mix.component_48,PNP40931.1,GCA_002894205
Others.component_11,PNP40923.1,GCA_002894205
Others.component_11,PNP40924.1,GCA_002894205
Others.component_11,PNP40925.1,GCA_002894205
Others.component_11,PNP40929.1,GCA_002894205
Others.component_11,PNP40930.1,GCA_002894205
Others.component_11,PNP40931.1,GCA_002894205
mix.component_133,PNP39463.1,GCA_002894205
mix.component_133,PNP39465.1,GCA_002894205
mix.component_133,PNP39468.1,GCA_002894205
mix.component_133,PNP39470.1,GCA_002894205
mix.component_133,PNP39472.1,GCA_002894205
mix.component_133,PNP39473.1,GCA_002894205
mix.component_133,PNP39475.1,GCA_002894205
mix.component_133,PNP39476.1,GCA_002894205
Others.component_19,PNP39463.1,GCA_002894205
Others.component_19,PNP39465.1,GCA_002894205
Others.component_19,PNP39468.1,GCA_002894205
Others.component_19,PNP39470.1,GCA_002894205
Others.component_19,PNP39472.1,GCA_002894205
Others.component_19,PNP39473.1,GCA_002894205
Others.component_19,PNP39475.1,GCA_002894205
Others.component_19,PNP39476.1,GCA_002894205
mix.component_26,PNP39463.1,GCA_002894205
mix.component_26,PNP39465.1,GCA_002894205
mix.component_26,PNP39468.1,GCA_002894205
mix.component_26,PNP39470.1,GCA_002894205
mix.component_26,PNP39472.1,GCA_002894205
mix.component_26,PNP39473.1,GCA_002894205
mix.component_26,PNP39475.1,GCA_002894205
mix.component_26,PNP39476.1,GCA_002894205
NRPS.component_15,PNP39463.1,GCA_002894205
NRPS.component_15,PNP39465.1,GCA_002894205
NRPS.component_15,PNP39468.1,GCA_002894205
NRPS.component_15,PNP39470.1,GCA_002894205
NRPS.component_15,PNP39472.1,GCA_002894205
NRPS.component_15,PNP39473.1,GCA_002894205
NRPS.component_15,PNP39475.1,GCA_002894205
NRPS.component_15,PNP39476.1,GCA_002894205
NA,RFU81391.1,GCA_003012105
NA,RFU81393.1,GCA_003012105
NA,RFU81395.1,GCA_003012105
NA,RFU81396.1,GCA_003012105
NA,RFU81397.1,GCA_003012105
NA,RFU81400.1,GCA_003012105
NA,RFU81401.1,GCA_003012105
NA,RFU81402.1,GCA_003012105
mix.component_15,RFU80703.1,GCA_003012105
mix.component_15,RFU80705.1,GCA_003012105
mix.component_15,RFU80707.1,GCA_003012105
mix.component_15,RFU80708.1,GCA_003012105
Terpene.component_12,RFU80703.1,GCA_003012105
Terpene.component_12,RFU80705.1,GCA_003012105
Terpene.component_12,RFU80707.1,GCA_003012105
Terpene.component_12,RFU80708.1,GCA_003012105
mix.component_60,RFU80676.1,GCA_003012105
Terpene.component_20,RFU80676.1,GCA_003012105
NA,RFU80522.1,GCA_003012105
NA,RFU80523.1,GCA_003012105
NA,RFU80529.1,GCA_003012105
NA,RFU80531.1,GCA_003012105
NA,RFU80533.1,GCA_003012105
NA,RFU80483.1,GCA_003012105
NA,RFU80486.1,GCA_003012105
NA,RFU80489.1,GCA_003012105
NA,RFU80491.1,GCA_003012105
NA,RFU80493.1,GCA_003012105
NA,RFU80494.1,GCA_003012105
NA,RFU80495.1,GCA_003012105
NA,RFU80499.1,GCA_003012105
NA,RFU80500.1,GCA_003012105
NA,RFU80502.1,GCA_003012105
NRPS.component_9,RFU80400.1,GCA_003012105
NRPS.component_9,RFU80402.1,GCA_003012105
mix.component_6,RFU79854.1,GCA_003012105
mix.component_6,RFU79856.1,GCA_003012105
mix.component_6,RFU79857.1,GCA_003012105
mix.component_6,RFU79858.1,GCA_003012105
mix.component_6,RFU79860.1,GCA_003012105
NRPS.component_1,RFU79854.1,GCA_003012105
NRPS.component_1,RFU79856.1,GCA_003012105
NRPS.component_1,RFU79857.1,GCA_003012105
NRPS.component_1,RFU79858.1,GCA_003012105
NRPS.component_1,RFU79860.1,GCA_003012105
NA,RFU79714.1,GCA_003012105
NA,RFU79715.1,GCA_003012105
NA,RFU79718.1,GCA_003012105
NA,RFU79720.1,GCA_003012105
NA,RFU79722.1,GCA_003012105
NA,RFU79723.1,GCA_003012105
NA,RFU79725.1,GCA_003012105
NA,RFU79664.1,GCA_003012105
NA,RFU79665.1,GCA_003012105
NA,RFU79667.1,GCA_003012105
NA,RFU79671.1,GCA_003012105
NA,RFU79672.1,GCA_003012105
NA,RFU79673.1,GCA_003012105
mix.component_68,RFU79321.1,GCA_003012105
mix.component_68,RFU79322.1,GCA_003012105
mix.component_68,RFU79324.1,GCA_003012105
mix.component_68,RFU79326.1,GCA_003012105
mix.component_68,RFU79327.1,GCA_003012105
mix.component_68,RFU79328.1,GCA_003012105
mix.component_68,RFU79330.1,GCA_003012105
mix.component_68,RFU79335.1,GCA_003012105
PKSI.component_27,RFU79321.1,GCA_003012105
PKSI.component_27,RFU79322.1,GCA_003012105
PKSI.component_27,RFU79324.1,GCA_003012105
PKSI.component_27,RFU79326.1,GCA_003012105
PKSI.component_27,RFU79327.1,GCA_003012105
PKSI.component_27,RFU79328.1,GCA_003012105
PKSI.component_27,RFU79330.1,GCA_003012105
PKSI.component_27,RFU79335.1,GCA_003012105
mix.component_34,RFU79230.1,GCA_003012105
mix.component_34,RFU79232.1,GCA_003012105
mix.component_34,RFU79234.1,GCA_003012105
PKSI.component_13,RFU79230.1,GCA_003012105
PKSI.component_13,RFU79232.1,GCA_003012105
PKSI.component_13,RFU79234.1,GCA_003012105
NA,RFU78990.1,GCA_003012105
NA,RFU78991.1,GCA_003012105
NA,RFU78992.1,GCA_003012105
NA,RFU78993.1,GCA_003012105
NA,RFU78994.1,GCA_003012105
NA,RFU78996.1,GCA_003012105
NA,RFU78997.1,GCA_003012105
NA,RFU78999.1,GCA_003012105
NA,RFU79002.1,GCA_003012105
NA,RFU79003.1,GCA_003012105
mix.component_13,RFU78702.1,GCA_003012105
mix.component_13,RFU78704.1,GCA_003012105
mix.component_13,RFU78705.1,GCA_003012105
mix.component_13,RFU78707.1,GCA_003012105
Terpene.component_2,RFU78702.1,GCA_003012105
Terpene.component_2,RFU78704.1,GCA_003012105
Terpene.component_2,RFU78705.1,GCA_003012105
Terpene.component_2,RFU78707.1,GCA_003012105
mix.component_14,RFU78582.1,GCA_003012105
mix.component_14,RFU78583.1,GCA_003012105
mix.component_14,RFU78584.1,GCA_003012105
mix.component_14,RFU78587.1,GCA_003012105
mix.component_14,RFU78588.1,GCA_003012105
PKSI.component_25,RFU78582.1,GCA_003012105
PKSI.component_25,RFU78583.1,GCA_003012105
PKSI.component_25,RFU78584.1,GCA_003012105
PKSI.component_25,RFU78587.1,GCA_003012105
PKSI.component_25,RFU78588.1,GCA_003012105
NA,RFU78453.1,GCA_003012105
NA,RFU78455.1,GCA_003012105
NA,RFU78457.1,GCA_003012105
NA,RFU78459.1,GCA_003012105
NA,RFU78462.1,GCA_003012105
NA,RFU78463.1,GCA_003012105
NA,RFU78465.1,GCA_003012105
mix.component_27,RFU78165.1,GCA_003012105
mix.component_27,RFU78168.1,GCA_003012105
mix.component_27,RFU78171.1,GCA_003012105
mix.component_27,RFU78174.1,GCA_003012105
NRPS.component_24,RFU78165.1,GCA_003012105
NRPS.component_24,RFU78168.1,GCA_003012105
NRPS.component_24,RFU78171.1,GCA_003012105
NRPS.component_24,RFU78174.1,GCA_003012105
NA,RFU78064.1,GCA_003012105
NA,RFU78065.1,GCA_003012105
NA,RFU78068.1,GCA_003012105
NA,RFU78069.1,GCA_003012105
NA,RFU78071.1,GCA_003012105
NA,RFU78072.1,GCA_003012105
NA,RFU78075.1,GCA_003012105
NA,RFU78079.1,GCA_003012105
NA,RFU78084.1,GCA_003012105
NA,RFU77965.1,GCA_003012105
NA,RFU77966.1,GCA_003012105
NA,RFU77970.1,GCA_003012105
NA,RFU77971.1,GCA_003012105
NA,RFU77972.1,GCA_003012105
NA,RFU77057.1,GCA_003012105
NA,RFU77060.1,GCA_003012105
NA,RFU77061.1,GCA_003012105
NA,RFU77062.1,GCA_003012105
NA,RFU77065.1,GCA_003012105
mix.component_138,RFU77036.1,GCA_003012105
mix.component_138,RFU77038.1,GCA_003012105
mix.component_138,RFU77042.1,GCA_003012105
NRPS.component_52,RFU77036.1,GCA_003012105
NRPS.component_52,RFU77038.1,GCA_003012105
NRPS.component_52,RFU77042.1,GCA_003012105
PKS-NRP_Hybrids.component_23,RFU77036.1,GCA_003012105
PKS-NRP_Hybrids.component_23,RFU77038.1,GCA_003012105
PKS-NRP_Hybrids.component_23,RFU77042.1,GCA_003012105
PKSI.component_59,RFU77036.1,GCA_003012105
PKSI.component_59,RFU77038.1,GCA_003012105
PKSI.component_59,RFU77042.1,GCA_003012105
NA,RFU76620.1,GCA_003012105
NA,RFU76622.1,GCA_003012105
NA,RFU76418.1,GCA_003012105
NA,RFU76420.1,GCA_003012105
NA,RFU76422.1,GCA_003012105
NA,RFU76424.1,GCA_003012105
NA,RFU76425.1,GCA_003012105
NA,RFU76427.1,GCA_003012105
mix.component_35,RFU76418.1,GCA_003012105
mix.component_35,RFU76420.1,GCA_003012105
mix.component_35,RFU76422.1,GCA_003012105
mix.component_35,RFU76424.1,GCA_003012105
mix.component_35,RFU76425.1,GCA_003012105
mix.component_35,RFU76427.1,GCA_003012105
PKSI.component_7,RFU76418.1,GCA_003012105
PKSI.component_7,RFU76420.1,GCA_003012105
PKSI.component_7,RFU76422.1,GCA_003012105
PKSI.component_7,RFU76424.1,GCA_003012105
PKSI.component_7,RFU76425.1,GCA_003012105
PKSI.component_7,RFU76427.1,GCA_003012105
mix.component_43,RFU76171.1,GCA_003012105
mix.component_43,RFU76173.1,GCA_003012105
mix.component_43,RFU76174.1,GCA_003012105
mix.component_43,RFU76176.1,GCA_003012105
mix.component_43,RFU76179.1,GCA_003012105
mix.component_43,RFU76181.1,GCA_003012105
mix.component_43,RFU76183.1,GCA_003012105
mix.component_43,RFU76186.1,GCA_003012105
mix.component_43,RFU76188.1,GCA_003012105
PKSI.component_3,RFU76171.1,GCA_003012105
PKSI.component_3,RFU76173.1,GCA_003012105
PKSI.component_3,RFU76174.1,GCA_003012105
PKSI.component_3,RFU76176.1,GCA_003012105
PKSI.component_3,RFU76179.1,GCA_003012105
PKSI.component_3,RFU76181.1,GCA_003012105
PKSI.component_3,RFU76183.1,GCA_003012105
PKSI.component_3,RFU76186.1,GCA_003012105
PKSI.component_3,RFU76188.1,GCA_003012105
mix.component_5,RFU76129.1,GCA_003012105
mix.component_5,RFU76131.1,GCA_003012105
Terpene.component_6,RFU76129.1,GCA_003012105
Terpene.component_6,RFU76131.1,GCA_003012105
mix.component_18,RFU75974.1,GCA_003012105
mix.component_18,RFU75977.1,GCA_003012105
mix.component_18,RFU75978.1,GCA_003012105
mix.component_18,RFU75983.1,GCA_003012105
mix.component_18,RFU75986.1,GCA_003012105
PKSI.component_11,RFU75974.1,GCA_003012105
PKSI.component_11,RFU75977.1,GCA_003012105
PKSI.component_11,RFU75978.1,GCA_003012105
PKSI.component_11,RFU75983.1,GCA_003012105
PKSI.component_11,RFU75986.1,GCA_003012105
mix.component_24,RFU75703.1,GCA_003012105
Terpene.component_5,RFU75703.1,GCA_003012105
mix.component_1,RFU75703.1,GCA_003012105
mix.component_1,RFU75706.1,GCA_003012105
mix.component_1,RFU75707.1,GCA_003012105
mix.component_1,RFU75708.1,GCA_003012105
mix.component_1,RFU75709.1,GCA_003012105
mix.component_1,RFU75710.1,GCA_003012105
mix.component_1,RFU75711.1,GCA_003012105
mix.component_1,RFU75712.1,GCA_003012105
mix.component_1,RFU75713.1,GCA_003012105
Others.component_1,RFU75703.1,GCA_003012105
Others.component_1,RFU75706.1,GCA_003012105
Others.component_1,RFU75707.1,GCA_003012105
Others.component_1,RFU75708.1,GCA_003012105
Others.component_1,RFU75709.1,GCA_003012105
Others.component_1,RFU75710.1,GCA_003012105
Others.component_1,RFU75711.1,GCA_003012105
Others.component_1,RFU75712.1,GCA_003012105
Others.component_1,RFU75713.1,GCA_003012105
NRPS.component_43,RFU74801.1,GCA_003012105
NRPS.component_43,RFU74804.1,GCA_003012105
NRPS.component_43,RFU74805.1,GCA_003012105
NRPS.component_43,RFU74807.1,GCA_003012105
NRPS.component_43,RFU74808.1,GCA_003012105
NRPS.component_43,RFU74811.1,GCA_003012105
NRPS.component_43,RFU74813.1,GCA_003012105
NRPS.component_43,RFU74814.1,GCA_003012105
NRPS.component_43,RFU74816.1,GCA_003012105
mix.component_2,RFU73904.1,GCA_003012105
mix.component_2,RFU73905.1,GCA_003012105
mix.component_2,RFU73906.1,GCA_003012105
mix.component_2,RFU73908.1,GCA_003012105
Terpene.component_1,RFU73904.1,GCA_003012105
Terpene.component_1,RFU73905.1,GCA_003012105
Terpene.component_1,RFU73906.1,GCA_003012105
Terpene.component_1,RFU73908.1,GCA_003012105
mix.component_39,RFU73846.1,GCA_003012105
mix.component_39,RFU73847.1,GCA_003012105
mix.component_39,RFU73848.1,GCA_003012105
mix.component_39,RFU73851.1,GCA_003012105
mix.component_39,RFU73854.1,GCA_003012105
mix.component_39,RFU73856.1,GCA_003012105
PKSI.component_35,RFU73846.1,GCA_003012105
PKSI.component_35,RFU73847.1,GCA_003012105
PKSI.component_35,RFU73848.1,GCA_003012105
PKSI.component_35,RFU73851.1,GCA_003012105
PKSI.component_35,RFU73854.1,GCA_003012105
PKSI.component_35,RFU73856.1,GCA_003012105
mix.component_77,RFU73551.1,GCA_003012105
mix.component_77,RFU73554.1,GCA_003012105
mix.component_77,RFU73555.1,GCA_003012105
NRPS.component_51,RFU73551.1,GCA_003012105
NRPS.component_51,RFU73554.1,GCA_003012105
NRPS.component_51,RFU73555.1,GCA_003012105
mix.component_59,RFU73410.1,GCA_003012105
mix.component_59,RFU73411.1,GCA_003012105
mix.component_59,RFU73414.1,GCA_003012105
mix.component_59,RFU73418.1,GCA_003012105
mix.component_59,RFU73420.1,GCA_003012105
mix.component_59,RFU73421.1,GCA_003012105
Others.component_2,RFU73410.1,GCA_003012105
Others.component_2,RFU73411.1,GCA_003012105
Others.component_2,RFU73414.1,GCA_003012105
Others.component_2,RFU73418.1,GCA_003012105
Others.component_2,RFU73420.1,GCA_003012105
Others.component_2,RFU73421.1,GCA_003012105
NA,RFU73329.1,GCA_003012105
NA,RFU73330.1,GCA_003012105
NA,RFU73331.1,GCA_003012105
NA,RFU73332.1,GCA_003012105
NA,RFU81255.1,GCA_003012105
NA,RFU81256.1,GCA_003012105
NA,RFU81257.1,GCA_003012105
NA,RFU81901.1,GCA_003012105
NA,RFU81904.1,GCA_003012105
NA,RFU81905.1,GCA_003012105
NA,RFU81908.1,GCA_003012105
NA,RFU81909.1,GCA_003012105
NA,RFU81694.1,GCA_003012105
NA,RFU81697.1,GCA_003012105
NA,RFU81699.1,GCA_003012105
NA,RFU81701.1,GCA_003012105
mix.component_42,RFU81022.1,GCA_003012105
mix.component_42,RFU81024.1,GCA_003012105
mix.component_42,RFU81026.1,GCA_003012105
mix.component_42,RFU81029.1,GCA_003012105
mix.component_42,RFU81031.1,GCA_003012105
mix.component_42,RFU81035.1,GCA_003012105
NRPS.component_4,RFU81022.1,GCA_003012105
NRPS.component_4,RFU81024.1,GCA_003012105
NRPS.component_4,RFU81026.1,GCA_003012105
NRPS.component_4,RFU81029.1,GCA_003012105
NRPS.component_4,RFU81031.1,GCA_003012105
NRPS.component_4,RFU81035.1,GCA_003012105
NA,RFU80138.1,GCA_003012105
NA,RFU80139.1,GCA_003012105
NA,RFU80140.1,GCA_003012105
