cazy_base,MDS1,MDS2,interest,cazy_description
GH5_15,-0.8061566699962723,-0.03182923404055529,TRUE,NA
GH5_22,-0.9007443027877481,0.2376817247946766,TRUE,NA
GH5_24,-0.5135977512662383,-0.05152857030852715,TRUE,NA
GH5_27,-0.9227087580670723,0.5136306037834054,TRUE,NA
GH5_31,-0.8323404858736031,0.05966561662469147,TRUE,NA
GH5_5,-0.02134488086836433,0.017049222576538,TRUE,NA
GH5_7,-0.002976588664101812,0.08518403049582846,TRUE,NA
GH5_9,-0.02134488086836433,0.017049222576538,TRUE,NA
GH51,-0.8994119777531118,0.4215815638484744,FALSE,"endoglucanase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-xylosidase (EC 3.2.1.37); alpha-L-arabinofuranosidase (EC 3.2.1.55)"
GH54,-0.6866639880955807,0.15110318740263076,FALSE,alpha-L-arabinofuranosidase (EC 3.2.1.55); beta-xylosidase (EC 3.2.1.37).
GH55,-0.042109221895278354,-0.03239560051409325,FALSE,"exo-beta-1,3-glucanase (EC 3.2.1.58); endo-beta-1,3-glucanase (EC 3.2.1.39)"
GH6,-0.26258312552201185,0.07775632912717266,FALSE,endoglucanase (EC 3.2.1.4); cellobiohydrolase (EC 3.2.1.91)
GH62,-0.7556427082865056,0.24876855786302093,FALSE,alpha-L-arabinofuranosidase (EC 3.2.1.55)
GH63,0.09638812757123026,0.022657183587357636,FALSE,"processing alpha-glucosidase (EC 3.2.1.106); alpha-1,3-glucosidase (EC 3.2.1.84); alpha-glucosidase (EC 3.2.1.20); mannosylglycerate alpha-mannosidase / mannosylglycerate hydrolase (EC 3.2.1.170)"
GH64,-0.12633671538023192,-0.0017696127783659835,FALSE,"beta-1,3-glucanase (EC 3.2.1.39)"
GH65,-0.02123259926188826,-0.0755655589695992,FALSE,"alpha,alpha-trehalase (EC 3.2.1.28); maltose phosphorylase (EC 2.4.1.8); trehalose phosphorylase (EC 2.4.1.64); kojibiose phosphorylase (EC 2.4.1.230); trehalose-6-phosphate phosphorylase (EC 2.4.1.216); nigerose phosphorylase (EC 2.4.1.279); 3-O-alpha-glucopyranosyl-L-rhamnose phosphorylase (EC 2.4.1.282); 2-O-alpha-glucopyranosylglycerol: phosphate beta-glucosyltransferase (EC 2.4.1.-); alpha-glucosyl-1,2-beta-galactosyl-L-hydroxylysine alpha-glucosidase (EC 3.2.1.107)"
GH67,0.05230172561335199,0.09806614789168275,FALSE,"alpha-glucuronidase (EC 3.2.1.139); xylan alpha-1,2-glucuronidase (EC 3.2.1.131)"
GH7,-0.055573797050496275,0.09311410039787811,FALSE,"endo-beta-1,4-glucanase (EC 3.2.1.4); reducing end-acting cellobiohydrolase (EC 3.2.1.176); chitosanase (EC 3.2.1.132); endo-beta-1,3-1,4-glucanase (EC 3.2.1.73)"
GH71,-0.055804182800320054,-0.021959505942274676,FALSE,"alpha-1,3-glucanase (EC 3.2.1.59)."
GH72,0.08118748308744594,1.5913566315524545e-4,FALSE,"beta-1,3-glucanosyltransglycosylase (EC 2.4.1.-)"
GH74,-0.562880139370189,0.168323931488067,FALSE,endoglucanase (EC 3.2.1.4); oligoxyloglucan reducing end-specific cellobiohydrolase (EC 3.2.1.150); xyloglucanase (EC 3.2.1.151)
GH75,-0.24902139997461942,-0.03833154895655263,FALSE,chitosanase (EC 3.2.1.132)
GH76,0.05917791719913684,-0.009206444672347231,FALSE,"alpha-1,6-mannanase (EC 3.2.1.101)"
GH78,-0.6451513993093677,0.16456833873124804,FALSE,"alpha-L-rhamnosidase (EC 3.2.1.40); rhamnogalacturonan alpha-L-rhamnohydrolase (EC 3.2.1.174); L-Rhap-alpha-1,3-D-Apif -specific alpha-1,3-L-rhamnosidase (EC 3.2.1.-)"
GH79,-0.163288726778768,-0.026435142818414747,FALSE,beta-glucuronidase (EC 3.2.1.31); hyaluronoglucuronidase (EC 3.2.1.36); heparanase (EC 3.2.1.166); baicalin beta-glucuronidase (EC 3.2.1.167); beta-4-O-methyl-glucuronidase (EC 3.2.1.-)
GH81,0.031156089712725068,-0.03024053453441196,FALSE,"endo-beta-1,3-glucanase (EC 3.2.1.39)"
GH88,0.03832929233211167,0.010427934398139512,FALSE,"d-4,5-unsaturated beta-glucuronyl hydrolase (EC 3.2.1.-)"
GH89,0.03812044568902428,-0.014711422590425986,FALSE,alpha-N-acetylglucosaminidase (EC 3.2.1.50)
GH9,0.4436953822809773,0.1278772918388815,FALSE,"endoglucanase (EC 3.2.1.4); endo-beta-1,3(4)-glucanase / lichenase-laminarinase (EC 3.2.1.6);  beta-glucosidase (EC 3.2.1.21); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); cellobiohydrolase (EC 3.2.1.91); xyloglucan-specific endo-beta-1,4-glucanase / endo-xyloglucanase (EC 3.2.1.151); exo-beta-glucosaminidase (EC 3.2.1.165)"
GH92,0.03320722536953967,-0.0028669103398560746,FALSE,"mannosyl-oligosaccharide alpha-1,2-mannosidase (EC 3.2.1.113); mannosyl-oligosaccharide alpha-1,3-mannosidase (EC 3.2.1.-);"
GH93,-0.07263551148271871,0.10806678362771101,FALSE,"exo-alpha-L-1,5-arabinanase (EC 3.2.1.-)"
GH95,-0.05166140900218875,-0.01321185625970055,FALSE,"alpha-L-fucosidase (EC 3.2.1.51); alpha-1,2-L-fucosidase (EC 3.2.1.63); alpha-L-galactosidase (EC 3.2.1.-)"
GH99,-0.9191646846839033,0.5950941932081854,FALSE,"glycoprotein endo-alpha-1,2-mannosidase (EC 3.2.1.130); mannan endo-1,2-alpha-mannanase (3.2.1.-)"
GT0,0.10343619153761568,-4.588244491552471e-4,FALSE,Glycosyltransferases not yet assigned to a family
GT1,-0.007908061989035785,-0.05327954623041379,FALSE,UDP-glucuronosyltransferase (EC 2.4.1.17); zeatin O-beta-xylosyltransferase (EC 2.4.2.40); 2-hydroxyacylsphingosine 1-beta-galactosyltransferase (EC 2.4.1.45); N-acylsphingosine galactosyltransferase (EC 2.4.1.47); flavonol 3-O-glucosyltransferase (EC 2.4.1.91); anthocyanidin 3-O-glucosyltransferase (EC 2.4.1.115); sinapate 1-glucosyltransferase (EC 2.4.1.120); indole-3-acetate beta-glucosyltransferase (EC 2.4.1.121); flavonol L-rhamnosyltransferase (EC 2.4.1.159); sterol glucosyltransferase (EC 2.4.1.173); UDP-Glc: 4-hydroxybenzoate 4-O-beta-glucosyltransferase (EC 2.4.1.194); zeatin O-beta-glucosyltransferase (EC 2.4.1.203); limonoid glucosyltransferase (EC 2.4.1.210); UDP-GlcA: baicalein 7-O-beta-glucuronosyltransferase (EC 2.4.1.253); UDP-Glc: chalcone 4â€²-O-beta-glucosyltransferase (EC 2.4.1.286); ecdysteroid UDP-glucosyltransferase (EC 2.4.1.-); salicylic acid beta-glucosyltransferase (EC 2.4.1.-); anthocyanin 3-O-galactosyltransferase (EC 2.4.1.-); anthocyanin 5-O-glucosyltransferase (EC 2.4.1.-); dTDP-beta-2-deoxy-L-fucose: alpha-L-2-deoxyfucosyltransferase (EC 2.4.1.-); UDP-beta-L-rhamnose: alpha-L-rhamnosyltransferase (EC 2.4.1.-); zeaxanthin glucosyltransferase (EC 2.4.1.-)
GT15,0.12768259885836303,-0.017387620371842372,FALSE,"glycolipid 2-alpha-mannosyltransferase (EC 2.4.1.131); GDP-Man: alpha-1,2-mannosyltransferase (EC 2.4.1.-)."
GT17,0.10214728734480702,0.00926726038031664,FALSE,"beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase (EC 2.4.1.144)."
GT2,0.09598210650492657,-0.006512619739103647,FALSE,"cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)"
GT20,0.04329376253848237,-0.02024795764431507,FALSE,"alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15); Glucosylglycerol-phosphate synthase (EC 2.4.1.213); trehalose-6-P phosphatase (EC 3.1.3.12); [retaining] GDP-valeniol: validamine 7-phosphate valeniolyltransferase (EC 2.-.-.-)"
GT21,0.13338541690953068,-0.005154667936565141,FALSE,UDP-Glc: ceramide beta-glucosyltransferase (EC 2.4.1.80).
GT22,0.13525852694722254,-0.006594322199443608,FALSE,"Dol-P-Man: Man6GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase (EC 2.4.1.259); Dol-P-Man: Man8GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase (EC 2.4.1.261); Dol-P-Man: Man2-GlcNAc-phosphatidylinositol alpha-1,2-mannosyltransferase (EC 2.4.1.-); Dol-P-Man: Man3-GlcNAc-phosphatidylinositol alpha-1,2-mannosyltransferase (EC 2.4.1.-)"
GT24,0.13338541690953068,-0.005154667936565141,FALSE,UDP-Glc: glycoprotein alpha-glucosyltransferase (EC 2.4.1.-).
GT25,0.10642316300543976,-0.1495818071732998,FALSE,"lipopolysaccharide beta-1,4-galactosyltransferase (EC 2.4.1.-); beta-1,3-glucosyltransferase (EC 2.4.1.-); beta-1,2-glucosyltransferase (EC 2.4.1.-); beta-1,2-galactosyltransferase (EC 2.4.1.-); LPS beta-1,4-galactosyltransferase (EC 2.4.1.-); occidiofungin beta-xylosyltransferase (EC 2.4.2.-); UDP-Gal:procollagen beta-galactosyltransferase (EC 2.4.1.50)"
GT28,-0.24775431134307013,-0.052783527367017996,FALSE,"1,2-diacylglycerol 3-beta-galactosyltransferase (EC 2.4.1.46); 1,2-diacylglycerol 3-beta-glucosyltransferase (EC 2.4.1.157);  UDP-GlcNAc: Und-PP-MurAc-pentapeptide beta-N-acetylglucosaminyltransferase (EC 2.4.1.227); digalactosyldiacylglycerol synthase (EC 2.4.1.241)"
GT3,0.13338541690953068,-0.005154667936565141,FALSE,glycogen synthase (EC 2.4.1.11).
GT30,0.132758861003335,-7.486031493087679e-4,FALSE,CMP-beta-KDO: alpha-3-deoxy-D-manno-octulosonic-acid (KDO) transferase (EC 2.4.99.-).
GT31,-0.056578205229409866,-0.023665724394811464,FALSE,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase (EC 2.4.1.149); Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase (EC 2.4.1.122); fucose-specific beta-1,3-N-acetylglucosaminyltransferase (EC 2.4.1.-); globotriosylceramide beta-1,3-GalNAc transferase (EC 2.4.1.79); chondroitin synthase (beta-1,3-GlcUA and beta-1,4-GalNAc transferase (EC 2.4.1.175); chondroitin beta-1,3-glucuronyltransferase (EC 2.4.1.226); chondroitin beta-1,4-N-acetylgalactosaminyltransferase (EC 2.4.1.-); UDP-Gal: beta-galactosylxylosylprotein beta-1,3-galactosyltransferase (EC 2.4.1.134); UDP-GlcNAc: O-fucosylpeptide beta-1,3-N-acetylglucosaminyltransferase (EC 2.4.1.222)"
GT32,-0.10631778831891318,-0.005309985416015442,TRUE,"alpha-1,6-mannosyltransferase (EC 2.4.1.-); alpha-1,4-N-acetylglucosaminyltransferase (EC 2.4.1.-); alpha-1,4-N-acetylgalactosaminyltransferase (EC 2.4.1.-);"
GT33,0.12620641733016225,-0.014885292451157365,FALSE,GDP-Man: chitobiosyldiphosphodolichol beta-mannosyltransferase (EC 2.4.1.142).
GT34,0.136641826755084,-0.0010157598861885839,FALSE,"UDP-Gal: galactomannan alpha-1,6-galactosyltransferase (EC 2.4.1.-); UDP-Xyl: xyloglucan alpha-1,6-xylosyltransferase (EC 2.4.2.39); alpha-1,2-galactosyltransferase (EC 2.4.1.-)"
GT35,0.13338541690953068,-0.005154667936565141,FALSE,glycogen or starch phosphorylase (EC 2.4.1.1).
GT39,0.13338541690953068,-0.005154667936565141,FALSE,Dol-P-Man: protein alpha-mannosyltransferase (EC 2.4.1.109)
GT4,0.10848136726447974,-0.0035980017391101524,FALSE,"sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157);  diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)"
GT41,0.14063805248069008,-0.01771661542849219,FALSE,UDP-GlcNAc: peptide beta-N-acetylglucosaminyltransferase (EC 2.4.1.255); UDP-Glc: peptide N-beta-glucosyltransferase (EC 2.4.1.-)
GT43,0.41906599576385123,0.028294496718196775,FALSE,"beta-glucuronyltransferase (EC 2.4.1.135); UDP-Xyl: xylan  beta-1,4-xylosyltransferase (EC 2.4.2.-)"
GT48,0.12056885660284725,-0.007423515566851089,FALSE,"1,3-beta-glucan synthase (EC 2.4.1.34)"
GT50,0.13338541690953068,-0.005154667936565141,FALSE,"Dol-P-Man alpha-1,4-mannosyltransferase (EC 2.4.1.-)"
GT54,-0.6672677449237114,-0.520323134295292,FALSE,"UDP-GlcNAc: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase (EC 2.4.1.145)"
GT57,0.07510379511754561,-0.028909386098567764,FALSE,"Dol-P-Glc: alpha-1,3-glucosyltransferase (EC 2.4.1.-)"
GT58,0.13338541690953068,-0.005154667936565141,FALSE,"Dol-P-Man: Man5GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase (EC 2.4.1.258)"
GT59,0.13338541690953068,-0.005154667936565141,FALSE,"Dol-P-Glc: Glc2Man9GlcNAc2-PP-Dol alpha-1,2-glucosyltransferase (EC 2.4.1.256)"
GT61,0.3920016294532382,0.062207489440756554,FALSE,"beta-1,2-xylosyltransferase (EC 2.4.2.38) ; protein O-beta-N-acetylglucosaminyltransferase (EC 2.4.1.94) ; xylan alpha-1,3-arabinofuranosyltransferase (EC 2.4.2.-) ;"
GT62,0.12921093784400783,-0.005893653803978477,FALSE,"alpha-1,2-mannosyltransferase (EC 2.4.1.-); alpha-1,6-mannosyltransferase (EC 2.4.1.-)"
GT64,0.11506509679041177,-0.004775353603338386,FALSE,UDP-GlcNAc: heparan alpha-N-acetylhexosaminyltransferase (EC 2.4.1.224)
GT66,0.13338541690953068,-0.005154667936565141,FALSE,dolichyl-diphosphooligosaccharideâ€”protein glycotransferase (EC 2.4.99.18); undecaprenyl-diphosphooligosaccharideâ€”protein glycotransferase (EC 2.4.99.19)
GT69,0.100127649515471,-0.010555463260372506,FALSE,"GDP-Man: alpha-1,3-mannosyltransferase (EC 2.4.1.-)"
GT7,0.13338541690953068,-0.005154667936565141,FALSE,"lactose synthase (EC 2.4.1.22); beta-N-acetylglucosaminyl-glycopeptide beta-1,4-galactosyltransferase (EC 2.4.1.38); N-acetyllactosamine synthase (EC 2.4.1.90); xylosylprotein beta-4-galactosyltransferase (EC 2.4.1.133); UDP-Gal: neolactotriaosylceramide beta-1,4-galactosyltransferase (EC 2.4.1.275); beta-1,4-N-acetylglucosaminyltransferase (EC 2.4.1.-)"
GT71,-0.8486336915605697,0.12857004724189489,FALSE,alpha-mannosyltransferase (EC 2.4.1.-)
GT76,0.1398846691943577,-0.009651118625744184,FALSE,"Dol-P-Man: alpha-1,6-mannosyltransferase (EC 2.4.1.-)"
GT8,-0.019632329352460686,-0.06984862574753818,FALSE,"lipopolysaccharide alpha-1,3-galactosyltransferase (EC 2.4.1.44);  UDP-Glc: (glucosyl)lipopolysaccharide alpha-1,2-glucosyltransferase (EC 2.4.1.-); lipopolysaccharide glucosyltransferase 1 (EC 2.4.1.58); glycogenin glucosyltransferase (EC 2.4.1.186); inositol 1-alpha-galactosyltransferase (galactinol synthase) (EC 2.4.1.123); homogalacturonan alpha-1,4-galacturonosyltransferase (EC 2.4.1.43); UDP-GlcA: xylan alpha-glucuronyltransferase (EC 2.4.1.-)"
GT83,-0.9352529255368729,0.7175756625176449,FALSE,undecaprenyl phosphate-alpha-L-Ara4N: 4-amino-4-deoxy-beta-L-arabinosyltransferase (EC 2.4.2.43); dodecaprenyl phosphate-beta-galacturonic acid: lipopolysaccharide core alpha-galacturonosyl transferase (EC 2.4.1.-)
GT87,0.19737862423056785,0.018749463419752442,FALSE,"polyprenol-P-Man: alpha-1,2-mannosyltransferase (EC 2.4.1.-)"
GT9,0.19530740933887922,0.007167818491564888,FALSE,lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); heptosyltransferase (EC 2.4.-.-).
GT90,0.08147473349394564,-0.0011816193205188158,FALSE,"UDP-Xyl: (mannosyl) glucuronoxylomannan/galactoxylomannan beta-1,2-xylosyltransferase (EC 2.4.2.-); UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-); UDP-Xyl: protein O-beta-xylosyltransferase (EC 2.4.2.-)"
PL1,0.34588494485780324,0.09599013911143543,FALSE,pectate lyase (EC 4.2.2.2); exo-pectate lyase (EC 4.2.2.9); pectin lyase (EC 4.2.2.10).
PL1_2,0.34588494485780324,0.09599013911143543,FALSE,NA
PL1_4,0.3594105007443969,0.09153731908529171,FALSE,NA
PL11,-0.905492419402737,0.24695432949426083,FALSE,rhamnogalacturonan endolyase (EC 4.2.2.23); rhamnogalacturonan exolyase (EC 4.2.2.24)
PL20,-0.7881785456235992,-0.10422624129637108,FALSE,"endo-beta-1,4-glucuronan lyase (EC 4.2.2.14)"
PL27,-0.3407425866137251,-1.6581388695836394,FALSE,"L-rhamnose-alpha-1,4-D-glucuronate lyase (EC 4.2.2.-)"
PL3,0.44933701718712676,0.10160101024052695,FALSE,pectate lyase (EC 4.2.2.2).
PL7,-0.28519125680678364,-0.06413745107370797,FALSE,poly(beta-mannuronate) lyase / M-specific alginate lyase (EC 4.2.2.3); alpha-L-guluronate lyase / G-specific alginate lyase (EC 4.2.2.11); poly-(MG)-lyase / MG-specific alginate lyase (EC 4.2.2.-)
PL7_4,-0.10632072442872198,-0.027804020033380016,FALSE,NA
PL8,0.033545196587604104,-0.05403270426449156,FALSE,hyaluronate lyase (EC 4.2.2.1); chondroitin AC lyase (EC 4.2.2.5); xanthan lyase (EC 4.2.2.12); chondroitin ABC lyase (EC 4.2.2.20)
