Orthogroup,group,BGC,Resistance,CAZyme,Lipase,Peptidase,Signaling,Virulence
OG0000584,AllOutgroup,0,0,1,0,0,1,0
OG0000584,Higher,0,0,1,0,0,1,0
OG0000584,Leafcutter,0,0,1,0,0,1,0
OG0000584,Lower,0,0,1,0,0,1,0
OG0000590,AllOutgroup,0,0,0,0,1,1,0
OG0000590,Higher,0,0,0,0,1,1,0
OG0000590,Leafcutter,0,0,0,0,1,1,0
OG0000590,Lower,0,0,0,0,1,1,0
OG0000591,AllOutgroup,0,0,0,0,1,1,1
OG0000591,Higher,0,0,0,0,1,1,1
OG0000591,Leafcutter,0,0,0,0,1,1,1
OG0000591,Lower,0,0,0,0,1,1,1
OG0000594,AllOutgroup,1,0,0,0,0,0,0
OG0000594,Higher,1,0,0,0,0,0,0
OG0000594,Leafcutter,1,0,0,0,0,0,0
OG0000594,Lower,1,0,0,0,0,0,0
OG0000595,AllOutgroup,1,0,0,0,1,1,1
OG0000595,Higher,1,0,0,0,1,1,1
OG0000595,Leafcutter,1,0,0,0,1,1,1
OG0000595,Lower,1,0,0,0,1,1,1
OG0000597,AllOutgroup,0,1,0,1,0,0,1
OG0000597,Higher,0,1,0,1,0,0,1
OG0000597,Leafcutter,0,1,0,1,0,0,1
OG0000597,Lower,0,1,0,1,0,0,1
OG0000606,AllOutgroup,1,1,0,1,0,0,1
OG0000606,Higher,1,1,0,1,0,0,1
OG0000606,Leafcutter,1,1,0,1,0,0,1
OG0000606,Lower,1,1,0,1,0,0,1
OG0000633,AllOutgroup,1,0,0,0,0,1,0
OG0000633,Higher,1,0,0,0,0,1,0
OG0000633,Leafcutter,1,0,0,0,0,1,0
OG0000633,Lower,1,0,0,0,0,1,0
OG0000637,AllOutgroup,1,0,0,1,0,0,0
OG0000637,Higher,1,0,0,1,0,0,0
OG0000637,Leafcutter,1,0,0,1,0,0,0
OG0000637,Lower,1,0,0,1,0,0,0
OG0000639,AllOutgroup,1,0,0,0,0,1,0
OG0000639,Higher,1,0,0,0,0,1,0
OG0000639,Leafcutter,1,0,0,0,0,1,0
OG0000639,Lower,1,0,0,0,0,1,0
OG0000661,AllOutgroup,1,0,0,0,0,0,0
OG0000661,Higher,1,0,0,0,0,0,0
OG0000661,Leafcutter,1,0,0,0,0,0,0
OG0000661,Lower,1,0,0,0,0,0,0
OG0000673,AllOutgroup,0,0,0,0,0,1,1
OG0000673,Higher,0,0,0,0,0,1,1
OG0000673,Leafcutter,0,0,0,0,0,1,1
OG0000673,Lower,0,0,0,0,0,1,1
OG0000683,AllOutgroup,1,0,0,0,0,0,1
OG0000683,Higher,1,0,0,0,0,0,1
OG0000683,Leafcutter,1,0,0,0,0,0,1
OG0000683,Lower,1,0,0,0,0,0,1
OG0000684,AllOutgroup,0,0,0,1,0,1,0
OG0000684,Higher,0,0,0,1,0,1,0
OG0000684,Leafcutter,0,0,0,1,0,1,0
OG0000684,Lower,0,0,0,1,0,1,0
OG0000687,AllOutgroup,1,0,0,0,1,0,0
OG0000687,Higher,1,0,0,0,1,0,0
OG0000687,Leafcutter,1,0,0,0,1,0,0
OG0000687,Lower,1,0,0,0,1,0,0
OG0000692,AllOutgroup,1,0,0,1,0,0,1
OG0000692,Higher,1,0,0,1,0,0,1
OG0000692,Leafcutter,1,0,0,1,0,0,1
OG0000692,Lower,1,0,0,1,0,0,1
OG0000694,AllOutgroup,0,0,1,0,0,1,1
OG0000694,Higher,0,0,1,0,0,1,1
OG0000694,Leafcutter,0,0,1,0,0,1,1
OG0000694,Lower,0,0,1,0,0,1,1
OG0000701,AllOutgroup,0,0,0,1,1,0,0
OG0000701,Higher,0,0,0,1,1,0,0
OG0000701,Leafcutter,0,0,0,1,1,0,0
OG0000701,Lower,0,0,0,1,1,0,0
OG0000722,AllOutgroup,0,0,0,0,0,1,0
OG0000722,Higher,0,0,0,0,0,1,0
OG0000722,Leafcutter,0,0,0,0,0,1,0
OG0000722,Lower,0,0,0,0,0,1,0
OG0000724,AllOutgroup,1,0,0,1,1,1,1
OG0000724,Higher,1,0,0,1,1,1,1
OG0000724,Leafcutter,1,0,0,1,1,1,1
OG0000724,Lower,1,0,0,1,1,1,1
OG0000730,AllOutgroup,0,0,0,0,0,1,0
OG0000730,Higher,0,0,0,0,0,1,0
OG0000730,Leafcutter,0,0,0,0,0,1,0
OG0000730,Lower,0,0,0,0,0,1,0
OG0000734,AllOutgroup,0,0,0,1,0,1,0
OG0000734,Higher,0,0,0,1,0,1,0
OG0000734,Leafcutter,0,0,0,1,0,1,0
OG0000734,Lower,0,0,0,1,0,1,0
OG0000745,AllOutgroup,1,0,0,1,1,0,0
OG0000745,Higher,1,0,0,1,1,0,0
OG0000745,Leafcutter,1,0,0,1,1,0,0
OG0000745,Lower,1,0,0,1,1,0,0
OG0000771,AllOutgroup,1,0,0,1,0,1,1
OG0000771,Higher,1,0,0,1,0,1,1
OG0000771,Leafcutter,1,0,0,1,0,1,1
OG0000771,Lower,1,0,0,1,0,1,1
OG0000774,AllOutgroup,0,1,0,0,0,0,1
OG0000774,Higher,0,1,0,0,0,0,1
OG0000774,Leafcutter,0,1,0,0,0,0,1
OG0000774,Lower,0,1,0,0,0,0,1
OG0000784,AllOutgroup,0,0,0,1,0,0,1
OG0000784,Higher,0,0,0,1,0,0,1
OG0000784,Leafcutter,0,0,0,1,0,0,1
OG0000784,Lower,0,0,0,1,0,0,1
OG0000817,AllOutgroup,0,0,0,0,0,1,0
OG0000817,Higher,0,0,0,0,0,1,0
OG0000817,Leafcutter,0,0,0,0,0,1,0
OG0000817,Lower,0,0,0,0,0,1,0
OG0000827,AllOutgroup,1,0,0,0,0,0,0
OG0000827,Higher,1,0,0,0,0,0,0
OG0000827,Leafcutter,1,0,0,0,0,0,0
OG0000827,Lower,1,0,0,0,0,0,0
OG0000867,AllOutgroup,0,0,0,1,0,0,0
OG0000867,Higher,0,0,0,1,0,0,0
OG0000867,Leafcutter,0,0,0,1,0,0,0
OG0000867,Lower,0,0,0,1,0,0,0
OG0000880,AllOutgroup,1,0,0,1,1,0,0
OG0000880,Higher,1,0,0,1,1,0,0
OG0000880,Leafcutter,1,0,0,1,1,0,0
OG0000880,Lower,1,0,0,1,1,0,0
OG0000884,AllOutgroup,1,0,0,0,0,0,0
OG0000884,Higher,1,0,0,0,0,0,0
OG0000884,Leafcutter,1,0,0,0,0,0,0
OG0000884,Lower,1,0,0,0,0,0,0
OG0000885,AllOutgroup,1,0,0,0,0,0,1
OG0000885,Higher,1,0,0,0,0,0,1
OG0000885,Leafcutter,1,0,0,0,0,0,1
OG0000885,Lower,1,0,0,0,0,0,1
OG0000889,AllOutgroup,1,1,0,1,1,0,1
OG0000889,Higher,1,1,0,1,1,0,1
OG0000889,Leafcutter,1,1,0,1,1,0,1
OG0000889,Lower,1,1,0,1,1,0,1
OG0000899,AllOutgroup,0,0,0,0,0,0,1
OG0000899,Higher,0,0,0,0,0,0,1
OG0000899,Leafcutter,0,0,0,0,0,0,1
OG0000899,Lower,0,0,0,0,0,0,1
OG0000918,AllOutgroup,0,0,0,0,0,0,1
OG0000918,Higher,0,0,0,0,0,0,1
OG0000918,Leafcutter,0,0,0,0,0,0,1
OG0000918,Lower,0,0,0,0,0,0,1
OG0000957,AllOutgroup,1,0,0,1,0,0,0
OG0000957,Higher,1,0,0,1,0,0,0
OG0000957,Leafcutter,1,0,0,1,0,0,0
OG0000957,Lower,1,0,0,1,0,0,0
OG0000962,AllOutgroup,0,0,0,0,0,0,1
OG0000962,Higher,0,0,0,0,0,0,1
OG0000962,Leafcutter,0,0,0,0,0,0,1
OG0000962,Lower,0,0,0,0,0,0,1
OG0001043,AllOutgroup,1,0,0,0,0,0,0
OG0001043,Higher,1,0,0,0,0,0,0
OG0001043,Leafcutter,1,0,0,0,0,0,0
OG0001043,Lower,1,0,0,0,0,0,0
OG0001055,AllOutgroup,1,0,0,0,0,0,0
OG0001055,Higher,1,0,0,0,0,0,0
OG0001055,Leafcutter,1,0,0,0,0,0,0
OG0001055,Lower,1,0,0,0,0,0,0
OG0001256,AllOutgroup,1,1,0,0,0,0,0
OG0001256,Higher,1,1,0,0,0,0,0
OG0001256,Leafcutter,1,1,0,0,0,0,0
OG0001256,Lower,1,1,0,0,0,0,0
OG0001285,AllOutgroup,1,0,0,0,1,0,1
OG0001285,Higher,1,0,0,0,1,0,1
OG0001285,Leafcutter,1,0,0,0,1,0,1
OG0001285,Lower,1,0,0,0,1,0,1
OG0001291,AllOutgroup,0,0,0,0,0,0,1
OG0001291,Higher,0,0,0,0,0,0,1
OG0001291,Leafcutter,0,0,0,0,0,0,1
OG0001291,Lower,0,0,0,0,0,0,1
OG0001303,AllOutgroup,1,0,0,1,1,1,0
OG0001303,Higher,1,0,0,1,1,1,0
OG0001303,Leafcutter,1,0,0,1,1,1,0
OG0001303,Lower,1,0,0,1,1,1,0
OG0001310,AllOutgroup,0,1,0,0,0,0,1
OG0001310,Higher,0,1,0,0,0,0,1
OG0001310,Leafcutter,0,1,0,0,0,0,1
OG0001310,Lower,0,1,0,0,0,0,1
OG0001377,AllOutgroup,0,0,1,0,0,0,0
OG0001377,Higher,0,0,1,0,0,0,0
OG0001377,Leafcutter,0,0,1,0,0,0,0
OG0001377,Lower,0,0,1,0,0,0,0
OG0001395,AllOutgroup,1,0,1,0,0,1,0
OG0001395,Higher,1,0,1,0,0,1,0
OG0001395,Leafcutter,1,0,1,0,0,1,0
OG0001395,Lower,1,0,1,0,0,1,0
OG0001408,AllOutgroup,0,1,0,0,0,0,1
OG0001408,Higher,0,1,0,0,0,0,1
OG0001408,Leafcutter,0,1,0,0,0,0,1
OG0001408,Lower,0,1,0,0,0,0,1
OG0001428,AllOutgroup,0,0,0,1,0,1,0
OG0001428,Higher,0,0,0,1,0,1,0
OG0001428,Leafcutter,0,0,0,1,0,1,0
OG0001428,Lower,0,0,0,1,0,1,0
OG0001478,AllOutgroup,1,0,1,1,1,1,1
OG0001478,Higher,1,0,1,1,1,1,1
OG0001478,Leafcutter,1,0,1,1,1,1,1
OG0001478,Lower,1,0,1,1,1,1,1
OG0001868,AllOutgroup,1,0,0,1,0,0,1
OG0001868,Higher,1,0,0,1,0,0,1
OG0001868,Leafcutter,1,0,0,1,0,0,1
OG0001868,Lower,1,0,0,1,0,0,1
OG0001924,AllOutgroup,1,0,0,0,0,0,0
OG0001924,Higher,1,0,0,0,0,0,0
OG0001924,Leafcutter,1,0,0,0,0,0,0
OG0001924,Lower,1,0,0,0,0,0,0
OG0001963,AllOutgroup,1,0,0,0,0,0,0
OG0001963,Higher,1,0,0,0,0,0,0
OG0001963,Leafcutter,1,0,0,0,0,0,0
OG0001963,Lower,1,0,0,0,0,0,0
OG0001982,AllOutgroup,1,0,0,1,0,0,0
OG0001982,Higher,1,0,0,1,0,0,0
OG0001982,Leafcutter,1,0,0,1,0,0,0
OG0001982,Lower,1,0,0,1,0,0,0
OG0002005,AllOutgroup,0,0,1,0,0,1,0
OG0002005,Higher,0,0,1,0,0,1,0
OG0002005,Leafcutter,0,0,1,0,0,1,0
OG0002005,Lower,0,0,1,0,0,1,0
OG0002044,AllOutgroup,1,0,0,0,1,0,0
OG0002044,Higher,1,0,0,0,1,0,0
OG0002044,Leafcutter,1,0,0,0,1,0,0
OG0002044,Lower,1,0,0,0,1,0,0
OG0002121,AllOutgroup,0,0,0,0,0,1,0
OG0002121,Higher,0,0,0,0,0,1,0
OG0002121,Leafcutter,0,0,0,0,0,1,0
OG0002121,Lower,0,0,0,0,0,1,0
OG0002136,AllOutgroup,0,0,0,1,0,0,0
OG0002136,Higher,0,0,0,1,0,0,0
OG0002136,Leafcutter,0,0,0,1,0,0,0
OG0002136,Lower,0,0,0,1,0,0,0
OG0002259,AllOutgroup,1,0,0,1,1,0,1
OG0002259,Higher,1,0,0,1,1,0,1
OG0002259,Leafcutter,1,0,0,1,1,0,1
OG0002259,Lower,1,0,0,1,1,0,1
OG0002262,AllOutgroup,0,0,0,0,0,1,0
OG0002262,Higher,0,0,0,0,0,1,0
OG0002262,Leafcutter,0,0,0,0,0,1,0
OG0002262,Lower,0,0,0,0,0,1,0
OG0002363,AllOutgroup,0,0,0,0,0,1,1
OG0002363,Higher,0,0,0,0,0,1,1
OG0002363,Leafcutter,0,0,0,0,0,1,1
OG0002363,Lower,0,0,0,0,0,1,1
OG0002387,AllOutgroup,0,0,0,0,0,1,0
OG0002387,Higher,0,0,0,0,0,1,0
OG0002387,Leafcutter,0,0,0,0,0,1,0
OG0002387,Lower,0,0,0,0,0,1,0
OG0002515,AllOutgroup,1,0,0,0,0,0,0
OG0002515,Higher,1,0,0,0,0,0,0
OG0002515,Leafcutter,1,0,0,0,0,0,0
OG0002515,Lower,1,0,0,0,0,0,0
OG0002571,AllOutgroup,0,0,0,0,1,1,0
OG0002571,Higher,0,0,0,0,1,1,0
OG0002571,Leafcutter,0,0,0,0,1,1,0
OG0002571,Lower,0,0,0,0,1,1,0
OG0002572,AllOutgroup,1,0,1,1,1,1,1
OG0002572,Higher,1,0,1,1,1,1,1
OG0002572,Leafcutter,1,0,1,1,1,1,1
OG0002572,Lower,1,0,1,1,1,1,1
OG0002989,AllOutgroup,0,0,0,0,0,0,1
OG0002989,Higher,0,0,0,0,0,0,1
OG0002989,Leafcutter,0,0,0,0,0,0,1
OG0002989,Lower,0,0,0,0,0,0,1
OG0003012,AllOutgroup,1,0,0,1,1,0,0
OG0003012,Higher,1,0,0,1,1,0,0
OG0003012,Leafcutter,1,0,0,1,1,0,0
OG0003012,Lower,1,0,0,1,1,0,0
OG0003020,AllOutgroup,1,0,0,0,0,1,0
OG0003020,Higher,1,0,0,0,0,1,0
OG0003020,Leafcutter,1,0,0,0,0,1,0
OG0003020,Lower,1,0,0,0,0,1,0
OG0003051,AllOutgroup,0,0,0,0,0,0,1
OG0003051,Higher,0,0,0,0,0,0,1
OG0003051,Leafcutter,0,0,0,0,0,0,1
OG0003051,Lower,0,0,0,0,0,0,1
OG0003055,AllOutgroup,0,1,0,0,0,0,1
OG0003055,Higher,0,1,0,0,0,0,1
OG0003055,Leafcutter,0,1,0,0,0,0,1
OG0003055,Lower,0,1,0,0,0,0,1
OG0003139,AllOutgroup,1,0,0,0,0,0,0
OG0003139,Higher,1,0,0,0,0,0,0
OG0003139,Leafcutter,1,0,0,0,0,0,0
OG0003139,Lower,1,0,0,0,0,0,0
OG0003178,AllOutgroup,0,0,0,0,0,0,1
OG0003178,Higher,0,0,0,0,0,0,1
OG0003178,Leafcutter,0,0,0,0,0,0,1
OG0003178,Lower,0,0,0,0,0,0,1
OG0003285,AllOutgroup,1,0,0,0,0,0,0
OG0003285,Higher,1,0,0,0,0,0,0
OG0003285,Leafcutter,1,0,0,0,0,0,0
OG0003285,Lower,1,0,0,0,0,0,0
OG0003548,AllOutgroup,0,0,0,1,0,0,1
OG0003548,Higher,0,0,0,1,0,0,1
OG0003548,Leafcutter,0,0,0,1,0,0,1
OG0003548,Lower,0,0,0,1,0,0,1
OG0003549,AllOutgroup,0,0,0,1,0,0,0
OG0003549,Higher,0,0,0,1,0,0,0
OG0003549,Leafcutter,0,0,0,1,0,0,0
OG0003549,Lower,0,0,0,1,0,0,0
OG0003568,AllOutgroup,0,0,1,0,0,1,0
OG0003568,Higher,0,0,1,0,0,1,0
OG0003568,Leafcutter,0,0,1,0,0,1,0
OG0003568,Lower,0,0,1,0,0,1,0
OG0004087,AllOutgroup,1,0,0,0,0,0,1
OG0004087,Higher,1,0,0,0,0,0,1
OG0004087,Leafcutter,1,0,0,0,0,0,1
OG0004087,Lower,1,0,0,0,0,0,1
OG0004116,AllOutgroup,1,0,0,1,0,1,0
OG0004116,Higher,1,0,0,1,0,1,0
OG0004116,Leafcutter,1,0,0,1,0,1,0
OG0004116,Lower,1,0,0,1,0,1,0
OG0004122,AllOutgroup,1,0,0,1,0,0,0
OG0004122,Higher,1,0,0,1,0,0,0
OG0004122,Leafcutter,1,0,0,1,0,0,0
OG0004122,Lower,1,0,0,1,0,0,0
OG0004124,AllOutgroup,0,0,1,0,0,1,0
OG0004124,Higher,0,0,1,0,0,1,0
OG0004124,Leafcutter,0,0,1,0,0,1,0
OG0004124,Lower,0,0,1,0,0,1,0
OG0004129,AllOutgroup,1,1,0,0,0,0,0
OG0004129,Higher,1,1,0,0,0,0,0
OG0004129,Leafcutter,1,1,0,0,0,0,0
OG0004129,Lower,1,1,0,0,0,0,0
OG0004150,AllOutgroup,0,0,0,0,0,0,1
OG0004150,Higher,0,0,0,0,0,0,1
OG0004150,Leafcutter,0,0,0,0,0,0,1
OG0004150,Lower,0,0,0,0,0,0,1
OG0004152,AllOutgroup,1,0,0,0,0,0,0
OG0004152,Higher,1,0,0,0,0,0,0
OG0004152,Leafcutter,1,0,0,0,0,0,0
OG0004152,Lower,1,0,0,0,0,0,0
OG0004157,AllOutgroup,0,1,0,1,0,1,0
OG0004157,Higher,0,1,0,1,0,1,0
OG0004157,Leafcutter,0,1,0,1,0,1,0
OG0004157,Lower,0,1,0,1,0,1,0
OG0004159,AllOutgroup,0,0,0,0,0,1,0
OG0004159,Higher,0,0,0,0,0,1,0
OG0004159,Leafcutter,0,0,0,0,0,1,0
OG0004159,Lower,0,0,0,0,0,1,0
OG0004197,AllOutgroup,0,0,0,1,0,0,0
OG0004197,Higher,0,0,0,1,0,0,0
OG0004197,Leafcutter,0,0,0,1,0,0,0
OG0004197,Lower,0,0,0,1,0,0,0
OG0004212,AllOutgroup,1,0,0,0,0,1,0
OG0004212,Higher,1,0,0,0,0,1,0
OG0004212,Leafcutter,1,0,0,0,0,1,0
OG0004212,Lower,1,0,0,0,0,1,0
OG0004218,AllOutgroup,0,0,1,0,0,0,1
OG0004218,Higher,0,0,1,0,0,0,1
OG0004218,Leafcutter,0,0,1,0,0,0,1
OG0004218,Lower,0,0,1,0,0,0,1
OG0004243,AllOutgroup,1,0,0,0,0,1,0
OG0004243,Higher,1,0,0,0,0,1,0
OG0004243,Leafcutter,1,0,0,0,0,1,0
OG0004243,Lower,1,0,0,0,0,1,0
OG0004244,AllOutgroup,1,0,1,0,1,0,0
OG0004244,Higher,1,0,1,0,1,0,0
OG0004244,Leafcutter,1,0,1,0,1,0,0
OG0004244,Lower,1,0,1,0,1,0,0
OG0004247,AllOutgroup,1,0,0,0,0,0,1
OG0004247,Higher,1,0,0,0,0,0,1
OG0004247,Leafcutter,1,0,0,0,0,0,1
OG0004247,Lower,1,0,0,0,0,0,1
OG0004256,AllOutgroup,1,0,1,0,0,0,1
OG0004256,Higher,1,0,1,0,0,0,1
OG0004256,Leafcutter,1,0,1,0,0,0,1
OG0004256,Lower,1,0,1,0,0,0,1
OG0004296,AllOutgroup,0,0,0,0,1,0,0
OG0004296,Higher,0,0,0,0,1,0,0
OG0004296,Leafcutter,0,0,0,0,1,0,0
OG0004296,Lower,0,0,0,0,1,0,0
OG0004308,AllOutgroup,0,0,0,0,0,1,0
OG0004308,Higher,0,0,0,0,0,1,0
OG0004308,Leafcutter,0,0,0,0,0,1,0
OG0004308,Lower,0,0,0,0,0,1,0
OG0004351,AllOutgroup,0,0,0,0,0,0,1
OG0004351,Higher,0,0,0,0,0,0,1
OG0004351,Leafcutter,0,0,0,0,0,0,1
OG0004351,Lower,0,0,0,0,0,0,1
OG0004375,AllOutgroup,0,0,0,0,0,1,0
OG0004375,Higher,0,0,0,0,0,1,0
OG0004375,Leafcutter,0,0,0,0,0,1,0
OG0004375,Lower,0,0,0,0,0,1,0
OG0004400,AllOutgroup,1,0,0,0,0,0,0
OG0004400,Higher,1,0,0,0,0,0,0
OG0004400,Leafcutter,1,0,0,0,0,0,0
OG0004400,Lower,1,0,0,0,0,0,0
OG0004409,AllOutgroup,1,0,0,0,0,0,0
OG0004409,Higher,1,0,0,0,0,0,0
OG0004409,Leafcutter,1,0,0,0,0,0,0
OG0004409,Lower,1,0,0,0,0,0,0
OG0004417,AllOutgroup,0,0,0,0,0,1,0
OG0004417,Higher,0,0,0,0,0,1,0
OG0004417,Leafcutter,0,0,0,0,0,1,0
OG0004417,Lower,0,0,0,0,0,1,0
OG0004462,AllOutgroup,1,0,0,0,0,0,0
OG0004462,Higher,1,0,0,0,0,0,0
OG0004462,Leafcutter,1,0,0,0,0,0,0
OG0004462,Lower,1,0,0,0,0,0,0
OG0004469,AllOutgroup,1,0,0,0,0,0,0
OG0004469,Higher,1,0,0,0,0,0,0
OG0004469,Leafcutter,1,0,0,0,0,0,0
OG0004469,Lower,1,0,0,0,0,0,0
OG0004479,AllOutgroup,0,0,0,1,0,0,0
OG0004479,Higher,0,0,0,1,0,0,0
OG0004479,Leafcutter,0,0,0,1,0,0,0
OG0004479,Lower,0,0,0,1,0,0,0
OG0004487,AllOutgroup,0,0,0,1,0,1,0
OG0004487,Higher,0,0,0,1,0,1,0
OG0004487,Leafcutter,0,0,0,1,0,1,0
OG0004487,Lower,0,0,0,1,0,1,0
OG0004577,AllOutgroup,1,0,0,0,0,0,0
OG0004577,Higher,1,0,0,0,0,0,0
OG0004577,Leafcutter,1,0,0,0,0,0,0
OG0004577,Lower,1,0,0,0,0,0,0
OG0004578,AllOutgroup,0,0,0,1,0,1,0
OG0004578,Higher,0,0,0,1,0,1,0
OG0004578,Leafcutter,0,0,0,1,0,1,0
OG0004578,Lower,0,0,0,1,0,1,0
OG0004597,AllOutgroup,1,0,0,0,0,0,1
OG0004597,Higher,1,0,0,0,0,0,1
OG0004597,Leafcutter,1,0,0,0,0,0,1
OG0004597,Lower,1,0,0,0,0,0,1
OG0004602,AllOutgroup,1,0,0,0,0,0,1
OG0004602,Higher,1,0,0,0,0,0,1
OG0004602,Leafcutter,1,0,0,0,0,0,1
OG0004602,Lower,1,0,0,0,0,0,1
OG0004625,AllOutgroup,0,0,0,0,0,1,1
OG0004625,Higher,0,0,0,0,0,1,1
OG0004625,Leafcutter,0,0,0,0,0,1,1
OG0004625,Lower,0,0,0,0,0,1,1
OG0004629,AllOutgroup,1,0,0,1,0,0,0
OG0004629,Higher,1,0,0,1,0,0,0
OG0004629,Leafcutter,1,0,0,1,0,0,0
OG0004629,Lower,1,0,0,1,0,0,0
OG0004635,AllOutgroup,0,0,0,1,0,0,1
OG0004635,Higher,0,0,0,1,0,0,1
OG0004635,Leafcutter,0,0,0,1,0,0,1
OG0004635,Lower,0,0,0,1,0,0,1
OG0004648,AllOutgroup,1,0,0,0,0,0,0
OG0004648,Higher,1,0,0,0,0,0,0
OG0004648,Leafcutter,1,0,0,0,0,0,0
OG0004648,Lower,1,0,0,0,0,0,0
OG0004684,AllOutgroup,1,0,0,0,0,0,0
OG0004684,Higher,1,0,0,0,0,0,0
OG0004684,Leafcutter,1,0,0,0,0,0,0
OG0004684,Lower,1,0,0,0,0,0,0
OG0004695,AllOutgroup,1,0,0,0,0,1,0
OG0004695,Higher,1,0,0,0,0,1,0
OG0004695,Leafcutter,1,0,0,0,0,1,0
OG0004695,Lower,1,0,0,0,0,1,0
OG0004726,AllOutgroup,1,0,0,0,0,0,1
OG0004726,Higher,1,0,0,0,0,0,1
OG0004726,Leafcutter,1,0,0,0,0,0,1
OG0004726,Lower,1,0,0,0,0,0,1
OG0004738,AllOutgroup,1,0,0,0,0,1,1
OG0004738,Higher,1,0,0,0,0,1,1
OG0004738,Leafcutter,1,0,0,0,0,1,1
OG0004738,Lower,1,0,0,0,0,1,1
OG0004740,AllOutgroup,0,0,0,0,0,1,0
OG0004740,Higher,0,0,0,0,0,1,0
OG0004740,Leafcutter,0,0,0,0,0,1,0
OG0004740,Lower,0,0,0,0,0,1,0
OG0004770,AllOutgroup,0,0,0,1,0,0,0
OG0004770,Higher,0,0,0,1,0,0,0
OG0004770,Leafcutter,0,0,0,1,0,0,0
OG0004770,Lower,0,0,0,1,0,0,0
OG0004784,AllOutgroup,0,0,1,0,0,0,1
OG0004784,Higher,0,0,1,0,0,0,1
OG0004784,Leafcutter,0,0,1,0,0,0,1
OG0004784,Lower,0,0,1,0,0,0,1
OG0004790,AllOutgroup,1,0,0,0,0,0,0
OG0004790,Higher,1,0,0,0,0,0,0
OG0004790,Leafcutter,1,0,0,0,0,0,0
OG0004790,Lower,1,0,0,0,0,0,0
OG0004798,AllOutgroup,1,0,0,0,0,0,0
OG0004798,Higher,1,0,0,0,0,0,0
OG0004798,Leafcutter,1,0,0,0,0,0,0
OG0004798,Lower,1,0,0,0,0,0,0
OG0004801,AllOutgroup,0,0,0,0,1,0,0
OG0004801,Higher,0,0,0,0,1,0,0
OG0004801,Leafcutter,0,0,0,0,1,0,0
OG0004801,Lower,0,0,0,0,1,0,0
OG0004814,AllOutgroup,0,0,0,0,0,1,0
OG0004814,Higher,0,0,0,0,0,1,0
OG0004814,Leafcutter,0,0,0,0,0,1,0
OG0004814,Lower,0,0,0,0,0,1,0
OG0004838,AllOutgroup,0,0,0,0,0,1,0
OG0004838,Higher,0,0,0,0,0,1,0
OG0004838,Leafcutter,0,0,0,0,0,1,0
OG0004838,Lower,0,0,0,0,0,1,0
OG0004839,AllOutgroup,0,0,1,0,0,1,0
OG0004839,Higher,0,0,1,0,0,1,0
OG0004839,Leafcutter,0,0,1,0,0,1,0
OG0004839,Lower,0,0,1,0,0,1,0
OG0004882,AllOutgroup,0,0,0,1,0,1,0
OG0004882,Higher,0,0,0,1,0,1,0
OG0004882,Leafcutter,0,0,0,1,0,1,0
OG0004882,Lower,0,0,0,1,0,1,0
OG0004883,AllOutgroup,0,0,0,0,0,1,0
OG0004883,Higher,0,0,0,0,0,1,0
OG0004883,Leafcutter,0,0,0,0,0,1,0
OG0004883,Lower,0,0,0,0,0,1,0
OG0004886,AllOutgroup,0,1,0,0,0,0,1
OG0004886,Higher,0,1,0,0,0,0,1
OG0004886,Leafcutter,0,1,0,0,0,0,1
OG0004886,Lower,0,1,0,0,0,0,1
OG0004888,AllOutgroup,0,0,0,1,0,1,0
OG0004888,Higher,0,0,0,1,0,1,0
OG0004888,Leafcutter,0,0,0,1,0,1,0
OG0004888,Lower,0,0,0,1,0,1,0
OG0004904,AllOutgroup,0,0,0,0,0,0,1
OG0004904,Higher,0,0,0,0,0,0,1
OG0004904,Leafcutter,0,0,0,0,0,0,1
OG0004904,Lower,0,0,0,0,0,0,1
OG0004908,AllOutgroup,0,0,0,1,0,0,1
OG0004908,Higher,0,0,0,1,0,0,1
OG0004908,Leafcutter,0,0,0,1,0,0,1
OG0004908,Lower,0,0,0,1,0,0,1
OG0004931,AllOutgroup,1,0,0,0,0,0,0
OG0004931,Higher,1,0,0,0,0,0,0
OG0004931,Leafcutter,1,0,0,0,0,0,0
OG0004931,Lower,1,0,0,0,0,0,0
OG0004932,AllOutgroup,0,0,0,1,0,0,0
OG0004932,Higher,0,0,0,1,0,0,0
OG0004932,Leafcutter,0,0,0,1,0,0,0
OG0004932,Lower,0,0,0,1,0,0,0
OG0004974,AllOutgroup,0,0,0,1,0,0,0
OG0004974,Higher,0,0,0,1,0,0,0
OG0004974,Leafcutter,0,0,0,1,0,0,0
OG0004974,Lower,0,0,0,1,0,0,0
OG0004992,AllOutgroup,0,0,0,1,1,0,0
OG0004992,Higher,0,0,0,1,1,0,0
OG0004992,Leafcutter,0,0,0,1,1,0,0
OG0004992,Lower,0,0,0,1,1,0,0
OG0004993,AllOutgroup,0,0,0,1,1,0,1
OG0004993,Higher,0,0,0,1,1,0,1
OG0004993,Leafcutter,0,0,0,1,1,0,1
OG0004993,Lower,0,0,0,1,1,0,1
OG0004995,AllOutgroup,1,0,0,0,1,0,0
OG0004995,Higher,1,0,0,0,1,0,0
OG0004995,Leafcutter,1,0,0,0,1,0,0
OG0004995,Lower,1,0,0,0,1,0,0
OG0004999,AllOutgroup,0,0,0,0,0,0,1
