Orthogroup,tool,combined_annot,pa_Lower,pa_Coral,pa_Higher,pa_Leafcutter,pa_AllOutgroup
OG0001827,led,abH33,1,1,1,1,1
OG0001828,led,abH31,1,1,1,1,1
OG0001846,led,abH09,1,1,1,1,1
OG0001857,cazy,GH65,1,1,1,1,1
OG0001860,MEROPS,MER0737211-(Caviaporcellus)[C78.UPB]#C78B#{peptidaseunit:342-513}~sourceH0UU48~,1,1,1,1,1
OG0001861,MEROPS,"MER0231449-familyC56non-peptidasehomologues(Methanocellaarvoryzae)[C56.UNW]#C56#{peptidaseunit:549-686}~sourceYP_685350~,MER0195268-familyC56non-peptidasehomologues(Mycobacteriumabscessus)[C56.UNW]#C56#{peptidaseunit:537-670}~sourceCAM62611~,MER0180643-familyC56non-peptidasehomologues(Nocardiafarcinica)[C56.UNW]#C56#{peptidaseunit:554-689}~sourceYP_118918~,MER0196654-familyC56non-peptidasehomologues(Haloterrigenaturkmenica)[C56.UNW]#C56#{peptidaseunit:591-721}~sourceADB60604~",1,1,1,1,1
OG0001866,MEROPS,MER0242282-familyC13unassignedpeptidases(Blastocystishominis)[C13.UPW]#C13#{peptidaseunit:18-252}~sourceCBK22329~,1,1,1,1,1
OG0001874,MEROPS,"MER0480354-YFR006Wg.p.({Saccharomycescerevisiae})(Trichodermaatroviride)[M24.A09]#M24B#{peptidaseunit:171-457}~sourceEHK41626~,MER0480474-YFR006Wg.p.({Saccharomycescerevisiae})(Fusariumoxysporum)[M24.A09]#M24B#{peptidaseunit:171-457}~sourceEGU82482~",1,1,1,1,1
OG0001875,cazy,CBM21,1,1,1,1,1
OG0001875,led,abH08,1,1,1,1,1
OG0001876,MEROPS,MER0905425-subfamilyM67Anon-peptidasehomologues(Villosiclavavirens)[M67.UNA]#M67A#{peptidaseunit:13-145}~sourceA0A0E9KQ59~,1,1,1,1,1
OG0001883,MEROPS,MER0412697-familyM41non-peptidasehomologues(Solanumtuberosum)[M41.UNW]#M41#{peptidaseunit:385-549}~sourcePGSC0003DMP400021722~,1,1,1,1,1
OG0001887,MEROPS,MER0156676-familyS9non-peptidasehomologues(Dipodomysordii)[S09.UNW]#S09X#{peptidaseunit:211-416}~sourceENSDORP00000001851~,1,1,1,1,1
OG0001890,cazy,GT4,1,1,1,1,1
OG0001894,led,abH04,1,1,1,1,1
OG0001898,MEROPS,MER1073675-aorsin(Trichodermaatroviride)[S53.007]#S53#{peptidaseunit:213-631}~sourceG9NYD6~,1,1,1,1,1
OG0001899,led,abH08,1,1,1,1,1
OG0001899,MEROPS,MER0029997-cytosolicepoxidehydrolase(Homosapiens)[S33.973]#S33#{peptidaseunit:1-287}~sourceBC007708~,1,1,1,1,1
OG0001912,MEROPS,MER0149637-familyS9non-peptidasehomologues(Cionaintestinalis)[S09.UNW]#S09X#{peptidaseunit:86-307}~sourceENSCINP00000021693~,1,1,1,1,1
OG0001914,MEROPS,"MER1096790-taspase-1(Trichodermareesei)[T02.004]#T02#{peptidaseunit:47-409}~sourceG0RSG3~,MER1096148-taspase-1(Hypocreavirens)[T02.004]#T02#{peptidaseunit:47-406}~sourceG9MGG5~,MER1094464-familyT2unassignedpeptidases(Bionectriaochroleuca)[T02.UPW]#T02#{peptidaseunit:28-200}~sourceA0A0B7KB98~,MER0625835-familyT2unassignedpeptidases(Thielaviaterrestris)[T02.UPW]#T02#{peptidaseunit:33-190,398-563}~sourceXP_003657839~",1,1,1,1,1
OG0001917,led,abH09,1,1,1,1,1
OG0001922,led,"abH15,abH18",1,1,1,1,1
OG0001928,cazy,AA7,1,1,1,1,1
OG0001929,led,abH20,1,1,1,1,1
OG0001934,led,abH09,1,1,1,1,1
OG0001935,led,abH16,1,1,1,1,1
OG0001939,led,abH09,1,1,1,1,1
OG0001941,MEROPS,MER0133461-familyM50non-peptidasehomologues(Sebaldellatermitidis)[M50.UNW]#M50#{peptidaseunit:89-186}~sourceACZ09042~,1,1,1,1,1
OG0001950,led,abH01,1,1,1,1,1
OG0001954,MEROPS,"MER0306648-familyC48unassignedpeptidases(Trichodermaatroviride)[C48.UPW]#C48#{peptidaseunit:540-700}~sourceEHK45563~,MER0306662-familyC48unassignedpeptidases(Trichodermareesei)[C48.UPW]#C48#{peptidaseunit:304-466}~sourceEGR46028~,MER0306657-familyC48unassignedpeptidases(Hypocreavirens)[C48.UPW]#C48#{peptidaseunit:261-421}~sourceEHK18673~,MER0306636-familyC48unassignedpeptidases(Nectriahaematococca)[C48.UPW]#C48#{peptidaseunit:598-762}~sourceXP_003048475~,MER0306630-familyC48unassignedpeptidases(Glomerellagraminicola)[C48.UPW]#C48#{peptidaseunit:586-750}~sourceEFQ33448~,MER0306626-familyC48unassignedpeptidases(Verticilliumdahliae)[C48.UPW]#C48#{peptidaseunit:524-688}~sourceEGY20394~,MER0378528-familyC48unassignedpeptidases()[C48.UPW]#C48#{peptidaseunit:324-487}~sourceEJP60729~,MER0306618-familyC48unassignedpeptidases(Metarhiziumanisopliae)[C48.UPW]#C48#{peptidaseunit:851-1015}~sourceEFY99246~,MER0306620-familyC48unassignedpeptidases(Verticilliumalbo)[C48.UPW]#C48#{peptidaseunit:611-775}~sourceXP_003007275~,MER0727748-familyC48unassignedpeptidases(Clavicepspurpurea)[C48.UPW]#C48#{peptidaseunit:439-596}~sourceM1W134~",1,1,1,1,1
OG0001956,cazy,GH13_8,1,1,1,1,1
OG0001956,led,abH15,1,1,1,1,1
OG0001957,MEROPS,"MER0064172-familyC50unassignedpeptidases(Gibberellazeae)[C50.UPW]#C50#{peptidaseunit:1399-2066}~sourceEAA74634~,MER0310019-familyC50unassignedpeptidases(Trichodermareesei)[C50.UPW]#C50#{peptidaseunit:1585-2058}~sourceEGR46037~,MER0310013-familyC50unassignedpeptidases(Hypocreavirens)[C50.UPW]#C50#{peptidaseunit:1566-2036}~sourceEHK18849~,MER0310017-familyC50unassignedpeptidases(Trichodermaatroviride)[C50.UPW]#C50#{peptidaseunit:1587-2057}~sourceEHK45744~",1,1,1,1,1
OG0001962,MEROPS,"MER0278187-familyM41non-peptidasehomologues(Glossinamorsitans)[M41.UNW]#M41#{peptidaseunit:240-464}~sourceTMP013082-PA~,MER0258487-familyM41non-peptidasehomologues(Loxodontaafricana)[M41.UNW]#M41#{peptidaseunit:32-229}~sourceGENSCAN00000037143~",1,1,1,1,1
OG0001969,MEROPS,"MER0057464-familyS9non-peptidasehomologues(Thermobisporabispora)[S09.UNW]#S09X#{peptidaseunit:1135-1317}~sourceGEBA2500199435~,MER1080184-familyS54non-peptidasehomologues(Bionectriaochroleuca)[S54.UNW]#S54#{peptidaseunit:25-194}~sourceA0A0B7K3H1~",1,1,1,1,1
OG0001973,led,"abH07,abH08,abH20,abH23,abH11",1,1,1,1,1
OG0001973,MEROPS,MER0032698-familyS33unassignedpeptidases(Aspergillusfumigatus)[S33.UPW]#S33#{peptidaseunit:60-384}~sourceXP_747148~,1,1,1,1,1
OG0001974,MEROPS,MER0136068-familyS9non-peptidasehomologues(Batrachochytriumdendrobatidis)[S09.UNW]#S09X#{peptidaseunit:154-289}~sourceBDEG_07387~,1,1,1,1,1
OG0001978,cazy,GT57,1,1,1,1,1
OG0001982,led,"abH07,abH08,abH04,abH11,abH09",1,0,1,1,1
OG0001983,MEROPS,MER0135263-familyS9non-peptidasehomologues(Batrachochytriumdendrobatidis)[S09.UNW]#S09X#{peptidaseunit:136-356}~sourceBDEG_01429~,1,1,1,1,1
OG0001987,led,"abH25,abH27,abH33,abH09",1,1,1,1,1
OG0001987,MEROPS,"MER0326224-dipeptidylaminopeptidaseB(fungus)(Trichodermareesei)[S09.006]#S09B#{peptidaseunit:637-894}~sourceEGR46146~,MER1296144-subfamilyS9Bunassignedpeptidases(Trichodermaharzianum)[S09.UPB]#S09B#{peptidaseunit:644-888}~sourceKKP06350~,MER1296629-subfamilyS9Bunassignedpeptidases(Trichodermaguizhouense)[S09.UPB]#S09B#{peptidaseunit:643-887}~sourceOPB41397~,MER1298228-subfamilyS9Bunassignedpeptidases(Escovopsisweberi)[S09.UPB]#S09B#{peptidaseunit:673-906}~sourceKOS19632~,MER0064167-dipeptidylaminopeptidaseB(fungus)(Gibberellazeae)[S09.006]#S09B#{peptidaseunit:626-884}~sourceXP_385797~,MER1296890-subfamilyS9Bunassignedpeptidases(Cordycepsbrongniartii)[S09.UPB]#S09B#{peptidaseunit:641-898}~sourceOAA47458~",1,1,1,1,1
OG0001992,cazy,GH17,1,1,1,1,1
OG0002002,led,abH01,1,1,1,1,1
OG0002004,MEROPS,MER0195833-familyN11unassignedpeptidelyases()[N11.UPW]#N11#{peptidaseunit:944-1048}~sourceYP_003970177~,1,1,1,1,1
OG0002008,MEROPS,"MER0114101-familyS9unassignedpeptidases(Sorangiumcellulosum)[S09.UPW]#S09X#{peptidaseunit:151-348}~sourceCAN90314~,MER0208732-familyS9non-peptidasehomologues(Streptomycessp.C)[S09.UNW]#S09X#{peptidaseunit:2-186}~sourceZP_05504821~,MER0150611-familyS9unassignedpeptidases(Cyanothecesp.PCC7424)[S09.UPW]#S09X#{peptidaseunit:242-469}~sourceACK71641~,MER0210258-familyS9unassignedpeptidases(Streptomycessp.ACT-1)[S09.UPW]#S09X#{peptidaseunit:160-350}~sourceZP_06279434~,MER0096415-familyS9unassignedpeptidases(Kineococcusradiotolerans)[S09.UPW]#S09X#{peptidaseunit:228-415}~sourceYP_001364026~",1,1,1,1,1
OG0002008,led,"abH01,abH04",1,1,1,1,1
OG0002009,led,abH33,1,1,1,1,1
OG0002012,cazy,AA7,1,1,1,1,1
OG0002013,led,abH36,1,1,1,1,1
OG0002013,cazy,AA7,1,1,1,1,1
OG0002016,cazy,GH16,1,1,1,1,1
OG0002016,led,abH32,1,1,1,1,1
OG0002017,cazy,GT1,1,1,1,1,1
OG0002019,led,abH08,1,1,1,1,1
OG0002027,led,abH28,1,1,1,1,1
OG0002028,led,abH09,1,1,1,1,1
OG0002031,led,abH26,1,1,1,1,1
OG0002041,MEROPS,"MER0308564-subfamilyM14Anon-peptidasehomologues(Hypocreavirens)[M14.UNA]#M14A#{peptidaseunit:149-482}~sourceEHK15155~,MER1229930-subfamilyM14Anon-peptidasehomologues(Trichodermaparareesei)[M14.UNA]#M14A#{peptidaseunit:183-505}~sourceOTA06859~,MER0381996-subfamilyM14Anon-peptidasehomologues(Trichodermaatroviride)[M14.UNA]#M14A#{peptidaseunit:153-475}~sourceEHK49726~,MER1230022-subfamilyM14Anon-peptidasehomologues(Trichodermagamsii)[M14.UNA]#M14A#{peptidaseunit:176-499}~sourcePNP38177~,MER1232684-subfamilyM14Aunassignedpeptidases(Escovopsisweberi)[M14.UPA]#M14A#{peptidaseunit:145-288}~sourceKOS17332~",1,1,1,1,1
OG0002044,MEROPS,MER0065772-CTPsynthetase(Aeropyrumpernix)[C26.964]#C26#{peptidaseunit:1-538}~sourceNP_148051~,1,1,1,0,1
OG0002049,MEROPS,"MER0358698-peptidaseClp(type1)(Cordycepsmilitaris)[S14.001]#S14#{peptidaseunit:31-236}~sourceEGX92345~,MER0359556-peptidaseClp(type1)(Trichodermareesei)[S14.001]#S14#{peptidaseunit:1-140}~sourceEGR46400~,MER0359519-peptidaseClp(type1)(Hypocreavirens)[S14.001]#S14#{peptidaseunit:1-139}~sourceEHK19582~,MER0358786-peptidaseClp(type1)(Trichodermaatroviride)[S14.001]#S14#{peptidaseunit:1-198}~sourceEHK49608~,MER1013640-familyS14unassignedpeptidases(Ophiocordycepssinensis)[S14.UPW]#S14#{peptidaseunit:36-234}~sourceT5AKF3~,MER0359460-peptidaseClp(type1)(Metarhiziumanisopliae)[S14.001]#S14#{peptidaseunit:1-139}~sourceEFY99824~",1,1,1,1,1
OG0002050,MEROPS,MER0411906-subfamilyS1Anon-peptidasehomologues(Nicotianabenthamiana)[S01.UNA]#S01A#{peptidaseunit:380-544}~sourceNbS00042000g0004~,1,1,1,1,1
OG0002051,led,abH09,1,1,1,1,1
OG0002064,cazy,GT8,1,1,1,1,1
OG0002070,led,"abH07,abH08,abH11,abH13",1,1,1,1,1
OG0002070,MEROPS,MER0065403-familyS33unassignedpeptidases(Gibberellazeae)[S33.UPW]#S33#{peptidaseunit:1014-1271}~sourceXP_387657~,1,1,1,1,1
OG0002070,cazy,GT41,1,1,1,1,1
OG0002073,MEROPS,MER1118174-familyI4unassignedpeptidaseinhibitors(Enterobiusvermicularis)[I04.UPW]#I04#{inhibitorunit:261-509}~sourceEVEC_0000955001~,1,1,1,1,1
OG0002076,MEROPS,MER0278187-familyM41non-peptidasehomologues(Glossinamorsitans)[M41.UNW]#M41#{peptidaseunit:240-464}~sourceTMP013082-PA~,1,1,1,1,1
OG0002079,MEROPS,"MER0707995-ubiquitinylhydrolase-YUH1(Ophiocordycepssinensis)[C12.002]#C12#{peptidaseunit:16-244}~sourceT5ACZ5~,MER0291740-ubiquitinylhydrolase-YUH1(Trichodermareesei)[C12.002]#C12#{peptidaseunit:18-244}~sourceEGR46542~,MER0291743-ubiquitinylhydrolase-YUH1(Hypocreavirens)[C12.002]#C12#{peptidaseunit:18-244}~sourceEHK17010~,MER0291746-ubiquitinylhydrolase-YUH1(Trichodermaatroviride)[C12.002]#C12#{peptidaseunit:18-244}~sourceEHK47450~,MER1171201-familyC12unassignedpeptidases(Trichodermaharzianum)[C12.UPW]#C12#{peptidaseunit:18-244}~sourceKKO98906~,MER1171846-familyC12non-peptidasehomologues(Trichodermaparareesei)[C12.UNW]#C12#{peptidaseunit:18-209}~sourceOTA05696~,MER1171212-familyC12unassignedpeptidases(Trichodermagamsii)[C12.UPW]#C12#{peptidaseunit:18-244}~sourceXP_018656915~,MER1171194-familyC12unassignedpeptidases(Trichodermaguizhouense)[C12.UPW]#C12#{peptidaseunit:18-244}~sourceOPB41585~,MER1171441-familyC12unassignedpeptidases(Escovopsisweberi)[C12.UPW]#C12#{peptidaseunit:17-245}~sourceKOS21024~,MER0237635-familyC12unassignedpeptidases(Nectriahaematococca)[C12.UPW]#C12#{peptidaseunit:14-244}~sourceEEU41249~,MER1171102-familyC12unassignedpeptidases(Elaphocordycepsparadoxa)[C12.UPW]#C12#{peptidaseunit:18-246}~sourcePOR38612~,MER0708236-ubiquitinylhydrolase-YUH1(Bionectriaochroleuca)[C12.002]#C12#{peptidaseunit:16-244}~sourceA0A0B7K723~,MER0707911-ubiquitinylhydrolase-YUH1(Metarhiziumalbum)[C12.002]#C12#{peptidaseunit:16-245}~sourceA0A0B2X425~",1,1,1,1,1
OG0002083,MEROPS,MER0149423-familyS9non-peptidasehomologues(Cionaintestinalis)[S09.UNW]#S09X#{peptidaseunit:118-315}~sourceENSCINP00000018134~,1,1,1,1,1
OG0002086,led,abH09,1,1,1,1,1
OG0002087,led,abH33,1,1,1,1,1
OG0002092,led,abH09,1,1,1,1,1
OG0002095,cazy,GH3,1,1,1,1,1
OG0002097,led,abH09,1,1,1,1,1
OG0002098,led,"abH14,abH09",1,1,1,1,1
OG0002098,MEROPS,"MER0625041-familyS33unassignedpeptidases(Gibberellazeae)[S33.UPW]#S33#{peptidaseunit:128-407}~sourceXP_388747~,MER0605018-familyS33unassignedpeptidases(Neurosporacrassa)[S33.UPW]#S33#{peptidaseunit:160-439}~sourceXP_964507~,MER0625546-familyS33unassignedpeptidases(Thielaviaterrestris)[S33.UPW]#S33#{peptidaseunit:128-409}~sourceXP_003651524~",1,1,1,1,1
OG0002099,led,"abH07,abH08",1,1,1,1,1
OG0002099,MEROPS,MER0060272-familyS33unassignedpeptidases(Gibberellazeae)[S33.UPW]#S33#{peptidaseunit:1-279}~sourceXP_381835~,1,1,1,1,1
OG0002103,MEROPS,"MER0278187-familyM41non-peptidasehomologues(Glossinamorsitans)[M41.UNW]#M41#{peptidaseunit:240-464}~sourceTMP013082-PA~,MER0269263-paraplegin(Ailuropodamelanoleuca)[M41.006]#M41#{peptidaseunit:287-406,474-600}~sourceENSAMEP00000001154~",1,1,1,1,1
OG0002103,led,abH08,1,1,1,1,1
OG0002105,led,abH09,1,1,1,1,1
OG0002108,MEROPS,"MER0156515-familyS9unassignedpeptidases(Dipodomysordii)[S09.UPW]#S09X#{peptidaseunit:88-249}~sourceENSDORP00000014424~,MER0148450-familyS9non-peptidasehomologues(Cionaintestinalis)[S09.UNW]#S09X#{peptidaseunit:30-221}~sourceENSCINP00000006964~",1,1,1,1,1
OG0002113,MEROPS,"MER0792540-familyI87unassignedpeptidaseinhibitors(Fusariumoxysporum)[I87.UPW]#I87#{inhibitorunit:65-287}~sourceF9FXP2~,MER0800035-familyI87unassignedpeptidaseinhibitors(Trichodermareesei)[I87.UPW]#I87#{inhibitorunit:71-287}~sourceA0A024S7E2~,MER0804109-familyI87unassignedpeptidaseinhibitors(Trichodermaatroviride)[I87.UPW]#I87#{inhibitorunit:67-282}~sourceG9NN01~,MER0794828-familyI87unassignedpeptidaseinhibitors(Nectriahaematococca)[I87.UPW]#I87#{inhibitorunit:69-291}~sourceC7Z5D0~,MER0798568-familyI87unassignedpeptidaseinhibitors(Ophiocordycepssinensis)[I87.UPW]#I87#{inhibitorunit:62-278}~sourceT5A8Y2~,MER0797235-familyI87unassignedpeptidaseinhibitors(Fusariumpseudograminearum)[I87.UPW]#I87#{inhibitorunit:69-290}~sourceK3VY76~",1,1,1,1,1
OG0002114,led,abH12,1,1,1,1,1
OG0002117,cazy,GH47,1,1,1,1,1
OG0002118,led,abH09,1,1,1,1,1
OG0002131,cazy,GT32,1,1,1,1,1
OG0002135,cazy,GH47,1,1,1,1,1
OG0002137,led,abH34,1,1,1,1,1
OG0002142,led,abH01,1,1,1,1,1
OG0002156,cazy,AA1_3,1,1,1,1,1
OG0002168,cazy,GT34,1,1,1,1,1
OG0002174,led,abH11,1,1,1,1,1
OG0002177,led,abH09,1,1,1,1,1
OG0002177,MEROPS,MER1360781-familyA31non-peptidasehomologues(Thecamonastrahens)[A31.UNW]#A31#{peptidaseunit:181-256}~sourceXP_013753081~,1,1,1,1,1
OG0002178,MEROPS,"MER0115129-familyC26unassignedpeptidases(Shewanellapealeana)[C26.UPW]#C26#{peptidaseunit:1027-1276}~sourceABV86644~,MER0498729-familyC26unassignedpeptidases(Thalassolituusoleivorans)[C26.UPW]#C26#{peptidaseunit:1026-1270}~sourceYP_007683278~",1,1,1,1,1
OG0002181,MEROPS,"MER1091714-familyT1unassignedpeptidases(Stachybotryschartarum)[T01.UPW]#T01X#{peptidaseunit:28-256}~sourceA0A084B591~,MER1092694-subfamilyT1Anon-peptidasehomologues(Metarhiziumalbum)[T01.UNA]#T01A#{peptidaseunit:138-345}~sourceA0A0B2WP00~,MER0055369-SPCC1442.06g.p.({Schizosaccharomycespombe})(Gibberellazeae)[T01.A11]#T01X#{peptidaseunit:39-267}~sourceEAA72791~",1,1,1,1,1
OG0002185,MEROPS,MER0156515-familyS9unassignedpeptidases(Dipodomysordii)[S09.UPW]#S09X#{peptidaseunit:88-249}~sourceENSDORP00000014424~,1,1,1,1,1
OG0002186,led,abH14,1,1,1,1,1
OG0002189,MEROPS,MER0064741-familyM28unassignedpeptidases(Gibberellazeae)[M28.UPW]#M28X#{peptidaseunit:47-354}~sourceXP_389577~,1,1,1,1,1
OG0002193,cazy,GT50,1,1,1,1,1
OG0002200,MEROPS,MER0183170-familyS9non-peptidasehomologues(Ochotonaprinceps)[S09.UNW]#S09X#{peptidaseunit:446-596}~sourceENSOPRP00000005949~,1,1,1,1,1
OG0002203,MEROPS,MER0148450-familyS9non-peptidasehomologues(Cionaintestinalis)[S09.UNW]#S09X#{peptidaseunit:30-221}~sourceENSCINP00000006964~,1,1,1,1,1
OG0002208,MEROPS,MER0921929-subfamilyM16Bunassignedpeptidases(Villosiclavavirens)[M16.UPB]#M16B#{peptidaseunit:44-428}~sourceA0A063BRP1~,1,1,1,1,1
OG0002213,led,abH05,1,1,1,1,1
OG0002214,led,abH33,1,1,1,1,1
OG0002220,cazy,GH5_9,1,1,1,1,1
OG0002220,led,abH09,1,1,1,1,1
OG0002222,led,abH08,1,1,1,1,1
OG0002231,led,"abH08,abH13",1,1,1,1,1
OG0002238,led,"abH01,abH02,abH03,abH04",1,1,1,1,1
OG0002238,MEROPS,MER0625340-familyS9unassignedpeptidases(Myceliophthorathermophila)[S09.UPW]#S09X#{peptidaseunit:97-467}~sourceXP_003662539~,1,1,1,1,1
OG0002248,led,abH22,1,1,1,1,1
OG0002249,led,abH09,1,1,1,1,1
OG0002251,led,abH03,1,1,1,1,1
OG0002257,cazy,CE10,1,1,1,1,1
OG0002257,led,"abH01,abH03,abH04,abH06",1,1,1,1,1
OG0002257,MEROPS,"MER0625875-familyS9non-peptidasehomologues(Magnaportheoryzae)[S09.UNW]#S09X#{peptidaseunit:111-381}~sourceXP_003717948~,MER0213186-familyS9non-peptidasehomologues(Aspergillusniger)[S09.UNW]#S09X#{peptidaseunit:122-450}~sourceXP_001394739~",1,1,1,1,1
OG0002258,led,abH15,1,1,1,1,1
OG0002261,led,abH09,1,1,1,1,1
OG0002263,MEROPS,MER0277988-krakenprotein({Drosophilamelanogaster})(Glossinamorsitans)[S33.A81]#S33#{peptidaseunit:74-327}~sourceTMP007252-PA~,1,1,1,1,1
OG0002264,cazy,AA7,1,1,1,1,1
OG0002271,MEROPS,MER0195833-familyN11unassignedpeptidelyases()[N11.UPW]#N11#{peptidaseunit:944-1048}~sourceYP_003970177~,1,1,1,1,1
OG0002285,led,abH32,1,1,1,1,1
OG0002286,led,abH20,1,1,1,1,1
OG0002289,MEROPS,"MER0195815-ALTEREDMERISTEMPROGRAM1-likepeptidase(Hypocreavirens)[M28.007]#M28B#{peptidaseunit:326-600}~sourceEHK25219~,MER0195829-ALTEREDMERISTEMPROGRAM1-likepeptidase(Trichodermareesei)[M28.007]#M28B#{peptidaseunit:321-595}~sourceEGR47433~,MER0195818-ALTEREDMERISTEMPROGRAM1-likepeptidase(Trichodermaatroviride)[M28.007]#M28B#{peptidaseunit:333-607}~sourceEHK40360~,MER0195780-ALTEREDMERISTEMPROGRAM1-likepeptidase(Metarhiziumanisopliae)[M28.007]#M28B#{peptidaseunit:317-591}~sourceEFZ03577~,MER0195790-ALTEREDMERISTEMPROGRAM1-likepeptidase(Metarhiziumacridum)[M28.007]#M28B#{peptidaseunit:317-591}~sourceEFY86554~,MER0195834-ALTEREDMERISTEMPROGRAM1-likepeptidase(Cordycepsmilitaris)[M28.007]#M28B#{peptidaseunit:332-606}~sourceEGX91338~",1,1,1,1,1
OG0002295,led,"abH20,abH36",1,1,1,1,1
OG0002300,led,abH36,1,1,1,1,1
OG0002301,cazy,GT2_Glyco_tranf_2_3,1,1,1,1,1
OG0002303,led,abH09,1,1,1,1,1
OG0002306,led,abH23,1,1,1,1,1
OG0002309,MEROPS,MER0135303-familyS9non-peptidasehomologues(Batrachochytriumdendrobatidis)[S09.UNW]#S09X#{peptidaseunit:110-281}~sourceBDEG_00896~,1,1,1,1,1
OG0002312,led,abH09,1,1,1,1,1
OG0002312,MEROPS,"MER0065989-familyS8non-peptidasehomologues(Anaeromyxobacterdehalogenans)[S08.UNW]#S08X#{peptidaseunit:43-551}~sourceYP_466393~,MER0424902-subfamilyS8Aunassignedpeptidases(Rhizopusdelemar)[S08.UPA]#S08A#{peptidaseunit:120-511}~sourceEIE87526~,MER0980467-subfamilyS8Aunassignedpeptidases(Shewanellasp.HN-41)[S08.UPA]#S08A#{peptidaseunit:164-603}~sourceF7RKW2~,MER0979722-subfamilyS8Aunassignedpeptidases(Anaerolineathermophila)[S08.UPA]#S08A#{peptidaseunit:190-680}~sourceE8MZG2~,MER0976426-subfamilyS8Aunassignedpeptidases(Colwelliapsychrerythraea)[S08.UPA]#S08A#{peptidaseunit:177-665}~sourceA0A099KT78~",1,1,1,1,1
OG0002320,MEROPS,"MER0431857-familyC19non-peptidasehomologues(Trichodermaatroviride)[C19.UNW]#C19#{peptidaseunit:630-974}~sourceEHK44362~,MER0710039-familyC19non-peptidasehomologues(Trichodermareesei)[C19.UNW]#C19#{peptidaseunit:606-965}~sourceA0A024S9T6~,MER0713958-familyC19non-peptidasehomologues(Hypocreavirens)[C19.UNW]#C19#{peptidaseunit:577-919}~sourceG9MPY6~,MER0065292-familyC19unassignedpeptidases(Gibberellazeae)[C19.UPW]#C19#{peptidaseunit:627-1055}~sourceXP_388720~,MER0433815-familyC19unassignedpeptidases(Nectriahaematococca)[C19.UPW]#C19#{peptidaseunit:670-1054}~sourceXP_003052674~",1,1,1,1,1
OG0002327,MEROPS,MER0159213-familyS9non-peptidasehomologues(Nostocsp.PCC7120)[S09.UNW]#S09X#{peptidaseunit:561-799}~sourceBAB78274~,1,1,1,1,1
OG0002328,led,abH01,1,1,1,1,1
OG0002329,led,abH31,1,1,1,1,1
OG0002331,led,abH31,1,1,1,1,1
OG0002332,led,"abH03,abH33",1,1,1,1,1
OG0002345,led,abH32,1,1,1,1,1
OG0002348,cazy,"AA4,AA7",1,1,1,1,1
OG0002349,led,"abH32,abH36",1,1,1,1,1
OG0002357,led,abH33,1,1,1,1,1
OG0002362,MEROPS,"MER0455281-familyC44non-peptidasehomologues(Trichodermaatroviride)[C44.UNW]#C44#{peptidaseunit:2-353}~sourceEHK45266~,MER0455096-familyC44non-peptidasehomologues(Metarhiziumacridum)[C44.UNW]#C44#{peptidaseunit:2-355}~sourceEFY89739~,MER0455215-familyC44non-peptidasehomologues(Fusariumoxysporum)[C44.UNW]#C44#{peptidaseunit:2-353}~sourceEGU77821~",1,1,1,1,1
OG0002364,led,abH18,1,1,1,1,1
OG0002366,MEROPS,MER0393371-subfamilyM67Anon-peptidasehomologues(Dictyosteliumfasciculatum)[M67.UNA]#M67A#{peptidaseunit:317-440}~sourceEGG21275~,1,1,1,1,1
OG0002371,MEROPS,"MER0293772-familyC19unassignedpeptidases(Metarhiziumanisopliae)[C19.UPW]#C19#{peptidaseunit:57-517}~sourceEFY97219~,MER0293796-familyC19unassignedpeptidases(Glomerellagraminicola)[C19.UPW]#C19#{peptidaseunit:20-501}~sourceEFQ26555~,MER0435200-Ubp3ubiquitinpeptidase(plant-type)(Gibberellazeae)[C19.008]#C19#{peptidaseunit:63-515}~sourceXP_381407~",1,1,1,1,1
OG0002371,cazy,GT22,1,1,1,1,1
OG0002374,cazy,GH17,1,1,1,1,1
OG0002393,MEROPS,"MER0336422-familyM1unassignedpeptidases(Fusariumoxysporum)[M01.UPW]#M01#{peptidaseunit:206-453}~sourceEGU87050~,MER0336375-familyM1unassignedpeptidases(Cordycepsmilitaris)[M01.UPW]#M01#{peptidaseunit:294-541}~sourceEGX93623~,MER0295899-familyM1unassignedpeptidases(Colletotrichumgloeosporioides)[M01.UPW]#M01#{peptidaseunit:224-471}~sourceELA27118~,MER0295979-familyM1unassignedpeptidases(Fusariumpseudograminearum)[M01.UPW]#M01#{peptidaseunit:240-487}~sourceEKJ76212~,MER0336328-familyM1unassignedpeptidases(Glomerellagraminicola)[M01.UPW]#M01#{peptidaseunit:245-492}~sourceEFQ29080~",1,1,1,1,1
OG0002395,MEROPS,"MER0889204-subfamilyM48Cunassignedpeptidases(Hypocreavirens)[M48.UPC]#M48C#{peptidaseunit:103-350}~sourceG9MHP4~,MER0064648-Oma1peptidase(Gibberellazeae)[M48.018]#M48C#{peptidaseunit:65-334}~sourceXP_390368~",1,1,1,1,1
OG0002398,MEROPS,MER0886703-familyM18unassignedpeptidases(Escovopsisweberi)[M18.UPW]#M18#{peptidaseunit:108-551}~sourceKOS18857~,1,1,1,1,1
OG0002413,MEROPS,MER0080258-proteasomesubunitbeta4(Trichodermaharzianum)[T01.987]#T01A#{peptidaseunit:41-253}~sourceABE41788~,1,1,1,1,1
OG0002414,led,abH11,1,1,1,1,1
