Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
maker-NIGB01000009.1-augustus-gene-10.10-mRNA-1	N	GT41	N	N	1
augustus_masked-NIGB01000010.1-processed-gene-2.10-mRNA-1	N	GT61	N	N	1
augustus_masked-NIGB01000006.1-processed-gene-21.87-mRNA-1	N	GT87	N	N	1
maker-NIGB01000007.1-augustus-gene-3.45-mRNA-1	N	N	GH133+GH13_25	N	1
maker-NIGB01000007.1-augustus-gene-10.17-mRNA-1	N	N	GT30	N	1
augustus_masked-NIGB01000008.1-processed-gene-0.16-mRNA-1	N	N	GH43_21	N	1
augustus_masked-NIGB01000008.1-processed-gene-1.0-mRNA-1	N	N	GH18	N	1
maker-NIGB01000008.1-augustus-gene-4.42-mRNA-1	N	N	GH71	N	1
maker-NIGB01000008.1-augustus-gene-11.16-mRNA-1	N	N	GT0+GT7	N	1
augustus_masked-NIGB01000008.1-processed-gene-12.49-mRNA-1	N	N	GH93	N	1
augustus_masked-NIGB01000003.1-processed-gene-15.1-mRNA-1	N	N	GT0	N	1
maker-NIGB01000003.1-augustus-gene-18.36-mRNA-1	N	N	CE4	N	1
augustus_masked-NIGB01000003.1-processed-gene-35.38-mRNA-1	N	N	GT22	N	1
maker-NIGB01000004.1-augustus-gene-23.33-mRNA-1	N	N	GH78+GH79	N	1
maker-NIGB01000004.1-augustus-gene-28.22-mRNA-1	N	N	AA1	N	1
maker-NIGB01000002.1-augustus-gene-4.32-mRNA-1	N	N	GT31	N	1
maker-NIGB01000002.1-augustus-gene-26.35-mRNA-1	N	N	GT2	N	1
augustus_masked-NIGB01000002.1-processed-gene-41.39-mRNA-1	N	N	GH18	N	1
maker-NIGB01000006.1-augustus-gene-13.38-mRNA-1	N	N	GT2	N	1
maker-NIGB01000006.1-augustus-gene-19.27-mRNA-1	N	N	GH71	N	1
maker-NIGB01000005.1-augustus-gene-21.16-mRNA-1	N	N	GH132	N	1
augustus_masked-NIGB01000001.1-processed-gene-2.31-mRNA-1	N	N	GT2	N	1
maker-NIGB01000001.1-augustus-gene-20.4-mRNA-1	N	N	GT0+GT7	N	1
maker-NIGB01000001.1-augustus-gene-26.43-mRNA-1	N	N	AA1	N	1
augustus_masked-NIGB01000001.1-processed-gene-45.22-mRNA-1	N	N	GT0	N	1
augustus_masked-NIGB01000001.1-processed-gene-49.43-mRNA-1	N	N	GH18	N	1
